Gene,log2FC,p-value,adj_p-value
TSPAN32,-1.0815309174382814,0.0013191692898801134,0.01208075328000357
TPPP,-1.1158739254057441,0.0016877098254203446,0.014441270702279917
MT1F,-2.1868323041275954,3.1454907752177775e-05,0.0010076279534032488
ITSN1.2,-1.1397350474207082,0.005963576564443415,0.036932202313171854
MT1E,-1.6380917922506053,0.0006843889275571004,0.00767140412534546
GADD45B,-1.5509319883844015,0.003061038827497255,0.022570886158899104
CRYZL1,-1.101515168396326,0.0015386436495820933,0.013527508989123499
TCF21,-1.323723560982694,1.4246353499907673e-05,0.0007111039321795278
EPM2A,-1.7406020761985328,0.00022367242932049176,0.0034900333555947073
MAF,-1.4427905206518183,0.0010711556780221294,0.01045933314167578
TNC,-2.318721730047617,0.00028580434239411964,0.004107553531257186
REM1,-1.0461327402144562,0.00029423751926937574,0.0041984513053585654
CCL2,-2.2077520587345907,0.0021456627389113123,0.017360960046103102
SLC17A4,-2.2119850297396564,0.0005772587415282112,0.006750027742853136
SETBP1,-3.0618599267294204,2.1398350794055697e-05,0.0008399449294960376
EPB41L3,-2.1779220286292484,2.46853990648599e-05,0.0009113745759645304
PYGM,-1.5430504575355297,0.0002813838815505738,0.0040868396221355
CA12,-1.9092580924486289,7.283911630716791e-06,0.0005093878890995361
MS4A6A,-1.650581079792813,0.002427012624003582,0.018968783343341098
HSPB6,-5.541066543763153,2.7506627460883846e-05,0.0009430909516877728
SYNGR1.1,-1.1856864420043682,0.00025804091011205285,0.003842953413079219
CNGA3,-1.0345355304239823,8.060105428442274e-05,0.0018047339981017787
MAF.1,-1.6317167090412594,0.0037199646470640244,0.025926803107821146
ZBTB16,-3.5847459166391826,7.117124238575883e-05,0.0016699936630027278
PAFAH1B1,-1.0840589237888523,0.0033487632172588965,0.02397260393968589
CASQ2,-4.790172919325238,3.143889582591932e-05,0.0010076279534032488
FBLN1.4,-2.7268561524061496,0.00023168787795865535,0.0035870854888056334
BMP2,-1.2995579667252286,0.0014645710043874386,0.013061153070377503
HLF,-2.113185008348843,0.0007565349589253872,0.008209920484371186
SLC6A16,-1.5772279338599176,8.265049161999332e-05,0.0018431510087877185
DOCK3,-1.27837328049649,0.0003511367429682735,0.004727464954366611
CHST3,-1.2096220936513722,0.008893701663444529,0.04974146004413595
PRPH,-4.288385783686217,9.363375865538046e-06,0.000563321016420877
CASP7,-1.0633129324307546,0.004430974282775024,0.029668140426012353
CILP,-3.876424694791001,0.00012540040743141712,0.0023772044920436866
ZFP2,-1.3225515458991761,0.000881626051410776,0.009108698118244994
LGALS1,-1.3363268682271077,0.004372073612413066,0.029329558623551185
GCG,-3.1299968324678833,1.952540797588267e-05,0.0008181300905450203
CCL11,-1.0750852707506475,0.00107376807705053,0.01045933314167578
SCRG1,-4.067880264421712,1.646076406114047e-05,0.0007656084104038916
ZNF135,-1.3367012103824643,0.0003850737706008959,0.005013733648808092
CCNA1,-1.1773333651896498,0.0001569515236775577,0.002766696391504728
GDPD2,-1.2143525022291182,3.632713529409017e-05,0.0011148968185242594
CHODL,-1.441473067753436,6.981684961503788e-06,0.0005014939558402619
GPX3,-2.5803756773883615,3.294619725480691e-05,0.0010415535832739705
AHNAK,-1.764675755152366,0.0005164717288802071,0.006232485697424121
PENK,-3.014389090328217,1.3298401747540036e-05,0.0006893371484640365
PPP1R16B,-1.275148951104731,0.001058565667928005,0.010374766595828713
DHRS9,-2.276685468002335,2.381698616907161e-05,0.0008982978992046652
MAOB,-2.9137853141816175,1.843188594785256e-05,0.0007944784103043059
OLFML3,-1.8139194499788487,0.0004876743282015373,0.005987620036604689
NTNG1,-1.215202626776013,1.8172056254784544e-05,0.0007944784103043059
SYNGR1.2,-1.9091124646490576,2.0699081066482392e-06,0.0002657474316471463
NLGN4X,-1.4374512586697685,2.4685724666572474e-06,0.0002928725469149874
GNG7,-2.147346808597165,2.1644359429543123e-06,0.0002657474316471463
CLDN5,-1.7498820641862423,6.0649831176344814e-05,0.0015139516959598695
C3orf18,-1.1952890751637992,0.00045804178809788287,0.005730406683087139
HMP19,-1.5324263395145405,8.580056874643017e-06,0.0005424959313733869
GPA33,-1.0548897728730129,0.008160757030753592,0.04670429999334806
GATM,-1.0106209958586754,0.006649168050358844,0.040073382102590774
CRYAB,-3.7355014470672323,1.9245342483627873e-05,0.0008128462851385069
UGDH,-1.1640511830172349,0.0019843775136266987,0.01626788988073316
DTNA.1,-1.778995798291086,0.0009480904447831046,0.009579796178435218
TPO,-1.1514843450500258,0.00020050617266917698,0.0032671985759472836
AGPAT4,-1.2831845294966406,0.0025498434337175033,0.01973885397113132
GNAO1,-4.095640898722479,4.336250803605114e-05,0.001206316892984194
EVL,-1.7193576102022308,0.00047359986430537787,0.005862533373036911
FOSB,-3.74514188451763,0.0004061629743167848,0.005211026544120208
ADORA3,-1.2041832675632165,0.0004393030824643738,0.00554856608581498
NDN,-2.424083759604063,6.580198801631873e-06,0.0004984902711535537
NPY,-2.9465699473247247,2.115933149193668e-06,0.0002657474316471463
STMN4,-1.6263144654544313,1.5158050933094964e-06,0.00023196211565586916
MS4A12,-4.222177979809066,2.401747441106404e-07,0.00011350123630880642
ROBO3,-1.1712760737703434,0.0005915147535186514,0.006893823711262074
GDPD3,-1.5552332228038688,0.0017511066845752412,0.014839434576589062
ZFYVE21,-1.1702354726152921,0.0028315310865635857,0.021386363907743133
PCK1,-1.9734710502557067,6.511678604947954e-05,0.001587917191446777
COL6A1,-1.9419310697267462,0.0010075602728857095,0.009970267784297146
FMO2,-1.1285247114041403,0.003904054100322065,0.026903432166279648
MN1,-1.3139182001288912,0.003512808624151205,0.024827139399205205
SLC26A10,-1.069897979286505,0.0002020150880905307,0.0032766164595206043
SCGB2A1,-1.6465211567903244,0.00023756877367281105,0.003651366348196815
COL21A1,-1.9498093396463765,4.65364291378071e-05,0.0012697109955196516
MFAP5,-3.216084079028208,5.304621411087957e-05,0.0013694742660067907
SMARCA1,-1.2580887150881812,0.0003188834775526218,0.004430382420365965
HSD3B2,-1.9768992418869562,0.00566250576582377,0.03548391595331347
NEDD4L,-1.104339146547561,0.0011034835650259765,0.01066787379821367
SNAP91,-3.4881869103871965,5.581194485326833e-06,0.0004498613173325651
REEP1,-2.667333080618165,0.00023549831125615434,0.0036333647006676173
TCF7L1,-1.3302749911863423,0.00021762171211993763,0.0034273030603357434
GALR2,-2.971923274119237,0.00024747895351587935,0.003749110861082023
GRAMD3,-1.3692952601652448,0.0035492642799521837,0.025017811436592197
SLC4A4,-3.663573502184327,5.058646454406086e-07,0.00016255540678688441
A4GALT,-1.0318323796920073,0.006014264364675845,0.037158933543950994
INPP5A,-1.8652694332126794,0.000687240931096874,0.007687051897724461
GPM6B.2,-2.797210673772571,4.883384807346282e-05,0.0013054091185004909
GUCA2B,-5.517642980737918,2.8398386448215037e-05,0.0009545804755376439
HTR2B,-2.4051684669027438,0.0002841932026336925,0.00410711815086699
KCNJ8,-1.2484644203119277,0.004897082652227415,0.03197791943405645
EFEMP1.1,-2.323351646761653,0.00019121841733089196,0.0031646947783650287
KLF2,-1.6899143567015709,0.0006830851310511691,0.007664926566173532
YRDC,-1.2804899089009774,0.0064141373442758495,0.0390111931065917
THBS4,-4.667430647320746,0.00031650719720775745,0.004408970310444209
ARHGAP10,-2.3558980356797328,0.00011305993209418137,0.0022482105894208308
GSTM3,-2.2592893811619694,0.00012853437486219757,0.0024278970736492742
PHOX2B,-1.4319509472568688,1.2305563275483636e-05,0.0006584637820438771
PPP1R3C,-2.972413074891497,8.957442723489772e-05,0.0019263062671553669
DIXDC1,-2.2636889447254958,0.00011400375693454442,0.0022504359390686044
TMOD1,-3.2579096683370583,3.085392030958894e-05,0.0010076279534032488
SLITRK3,-1.5495491083605635,5.8370759905556874e-05,0.001467468699625655
PLCL2,-1.8874951613195547,5.822076910903084e-05,0.0014671911718908274
HHLA2,-1.9655836200732497,0.0001544131015061908,0.0027448618498381624
BCL6,-1.2592507527526642,0.0069404599361824635,0.041211381838568414
CD79B,-1.0250512083221248,5.1507087084997335e-05,0.0013495368052865678
VAMP1.1,-1.102201343869739,0.006605825792571688,0.03985766545357969
ELOVL4,-1.8137697496998726,0.00027786244486848155,0.004063642043443625
TSPYL5,-1.8006828371973587,6.330728966225949e-05,0.0015563698518498128
PRNP,-1.4625260417469172,0.001292957408830631,0.011954761190755371
PEX26,-1.116263318253966,0.0028102904032153565,0.02126177620361169
FILIP1L,-1.801139089442624,0.0025798959246337368,0.019858946353658806
NRXN2,-2.305196089627343,0.0003171950686920746,0.004412730869986318
GPR15,-1.505675878079217,0.0002066767639113079,0.003326676753261433
HRC,-1.1779445170974183,9.203194865765764e-05,0.0019592043263633205
SLC9A2,-1.386313824753611,0.0013382026057264132,0.01224443788029913
HSPB7,-2.5158189350462052,7.614596298733268e-05,0.0017365555576312002
NLGN1,-3.308522376623318,7.277539052259609e-06,0.0005093878890995361
CP,-1.4869285422000114,4.180873401116876e-06,0.0003709734642217907
PPP1R12A,-1.0122229086171066,0.0032848282239463815,0.023625977381443102
UGT2B15,-1.9837265862657485,0.00431848731736871,0.02909327179143416
KIR2DL4,-1.537529917924965,0.00025048465516898876,0.0037837875163510043
CD14,-1.2234468978350965,0.0084064460156201,0.04767114042907231
NAALAD2,-1.1571884940528312,2.235248483421708e-05,0.0008675036560603569
KCNMA1.1,-1.5376107695020997,0.00016900365876438604,0.002915865413224105
SNAP25,-1.5683026727867888,0.006191220454871036,0.0379215208324307
TCN2,-1.5683342376644265,0.0004705976827410547,0.005832207666740372
PLA2G2A,-1.2700344876024625,0.0029331493150957684,0.021856826829990277
ARL14,-1.4065126875857101,0.0007260231357643496,0.007977188647799966
PMP2,-2.7030009672374145,2.2023335520312384e-06,0.0002672924135160672
SALL2,-2.1883329624335777,3.069034912115783e-05,0.0010076279534032488
SCNN1B,-2.9927480495403174,0.00012091687575546532,0.0023171711272267845
LRRC19,-2.0627846626838586,8.274018166165154e-05,0.0018431510087877185
SGCA,-2.59141363967504,0.00011014127952430092,0.0022279344262396425
PTPRH,-1.4250238110670979,0.0034151713808596184,0.024398372537548518
SMPD1,-1.027455549534926,0.0002469989715516672,0.003747215719273066
CD160,-1.6242828260064752,4.515887335689403e-05,0.0012417514160818854
OLFM1.2,-1.8144689054732055,0.0001391918724449638,0.002578468387976093
MYOC,-1.9298039829684006,0.00010020015375546091,0.002070476366935248
GNAI1,-1.2222678609602198,6.209933307930068e-05,0.0015356132505487958
KCTD12,-1.46979718562678,0.00041235458739108394,0.005271249501528396
RIMS3,-1.3820510391950303,0.0031401588371482965,0.022914262032791195
FRMD1,-1.1546351569974287,0.007335833387670198,0.04293739730621376
MEF2C,-1.8041784167073482,1.324941557048726e-05,0.0006893371484640365
FZD4,-1.5802462629995215,0.0012208507025213103,0.011452044656929736
FAM107A,-3.225731354194875,1.4040912675599192e-07,0.00010902937886291885
ASTN2,-1.1731969178476587,0.0051283832399735794,0.033203433426466526
KCNN3,-2.7306276609582083,0.0001368590157393837,0.0025429401783182127
PTPRM,-1.017719137072793,0.004814840810339193,0.03161975399324047
KCNAB1.1,-2.664058462473339,4.918759441468309e-05,0.0013115449732945424
DNALI1,-1.630558262086468,0.0011736006026974752,0.011123921691097523
CYLD,-1.2540324699258885,0.0026480619248652384,0.020290918624566077
A2M,-1.553881696849726,0.00038330981414087106,0.005009119217219625
ENTPD5,-1.671841815605562,0.00013703314342864505,0.0025429401783182127
CORO1C,-1.2065551000153578,0.008684481985296725,0.04885425960721797
FOLR2,-2.036187471150304,0.0016231935831681333,0.014124853457543784
GAS7.1,-2.301746597890641,3.3169313309506845e-05,0.00104373619998736
FZD7,-1.6500561806058411,0.0009543388378508563,0.009615328042812205
FGL2,-2.542389405772157,2.1514540890834995e-06,0.0002657474316471463
BCL2L2,-1.3858683323454306,0.0014621528033474055,0.013050609848305372
CLDN8,-3.035485755486761,3.877282653689223e-05,0.0011461053394180353
PCOLCE2,-3.1570474356604312,6.10586674146818e-05,0.0015183671055843666
RNF125,-1.2173420329393865,8.922407593955734e-06,0.0005541864810857564
TSPAN1,-1.7433127897062153,1.9681610636298406e-05,0.0008181816012152554
NCALD,-1.5339882105277127,0.0013957164000991098,0.012606817338448675
TSC22D3.1,-2.0324462635330485,8.936953295925819e-05,0.0019258222418710353
MAPK10,-1.6802789729514374,3.008215767792316e-06,0.0003208459625466572
GIMAP4,-1.291099895576206,0.005699561451698663,0.03563153899851166
MRAS,-1.1459917980630812,0.0017410627134556791,0.01480183670803423
PRMT2.1,-1.5518049159458451,0.0007257660752564973,0.007977188647799966
INSL5,-3.6124256282175087,7.227464257493439e-05,0.0016883804224529471
RIC3,-1.119991829387014,6.584855718658216e-05,0.001594114788325708
NR1H4,-1.525377047500011,0.004077038917375287,0.027809724760055332
ITGAL,-1.0013637466471739,0.0006596528415011005,0.007465460185862938
SORBS1.1,-3.4736007007418697,6.970099836896846e-05,0.0016501633223720581
OMD,-1.159713972952287,0.0003869981582894203,0.005032405853913779
NCAM2,-1.3319203533977342,3.758888552727211e-05,0.0011243655588738417
PPARGC1A,-1.4780204268101962,0.0010848674563574956,0.010547988463792629
CTSF,-1.4596221253607284,0.0007133598828809721,0.007879044982573415
GSTM5,-1.8564268856047494,7.455533712734855e-06,0.000515140908279855
TEK,-1.0522341781023865,0.001872724380992697,0.015594713516484138
AKAP13.1,-1.0683309314762894,0.0008547112627653089,0.008935540815385046
PCDH9.1,-1.4145114999797044,6.183725069580988e-05,0.001532721901636283
RAB6B,-1.9808736793430204,0.00020621532451866093,0.003324316964263421
NGFR,-1.1015264554420752,4.139865699266855e-05,0.0011706446619321371
DAAM2,-1.3874339853154103,7.673333205547307e-05,0.0017424242003736346
ALPI,-1.2738840762071104,0.00022969071579351553,0.0035613865904019536
FUCA1,-1.2162222700897998,0.001692150336357099,0.014467542835299278
MMP28,-1.2727873385064488,8.915205779926286e-05,0.0019250645773055553
LAMB2,-1.6458349819651263,0.001167727731229649,0.011088162872350597
TACR2,-4.290990354172623,2.3534464368678156e-05,0.0008971133908623561
SEMA6D,-1.8886840056780987,0.0017168011000357915,0.014630914298045136
CD48,-1.277691171091054,0.0005391697635856478,0.006429050284211543
CDO1,-1.0388869831288388,0.003688352811741738,0.0257404608983351
IRF4,-1.3888532242440448,0.00012159318530871935,0.0023179966579360924
ARHGEF17,-1.2341740932542973,0.000742554046898185,0.008116592320080678
IL6R.1,-1.1031877760965194,4.015189402286667e-05,0.0011647358488666186
SCNN1D,-1.2196625540385269,0.0016279670793857357,0.014140747048898516
MALL,-1.5683422318304858,2.8153087894851302e-05,0.0009497394731045844
TBC1D1,-1.3314196928111894,0.00031092470808864617,0.0043484158843814765
TUB.1,-1.8161418058987793,2.7765294200740066e-05,0.0009457217466632722
SYDE1,-1.4014512124811287,0.004634283629463803,0.03066002559117061
CPEB3,-1.4325245161885054,7.476846741572983e-05,0.0017264601462267082
NT5DC3,-1.6169354771448687,0.006598283619356082,0.03983492094727322
PPP1R12B,-1.603674382226561,0.0034557766602597,0.02462025212450901
PARVA,-1.0466376044039756,0.0029160460333434203,0.02178690367771066
GAMT,-1.1064275091117663,0.003469185742304508,0.024650829241583645
RTN1.1,-2.237621232977495,6.6092324898171985e-06,0.0004984902711535537
SPIB,-2.086034409588044,1.6524991258272357e-05,0.0007656084104038916
PLSCR4,-1.4720745200686187,0.00045228013096476177,0.005678508802445802
UCHL1,-2.4763628410424263,0.00018998159867174869,0.0031616587388857594
HIST1H1C,-1.712814058136561,0.0025568251138603617,0.019763921213214904
PTRF,-2.302969110547527,0.00020846434509342633,0.0033503424959535595
TPM2,-3.0829025222090243,2.9953225174122416e-05,0.0009953147234117968
HCFC1R1,-1.3932830285601676,0.003509853124045185,0.024827139399205205
ANKS1B,-2.5305111399659173,9.920777298523475e-05,0.0020580252945993985
P2RX1,-2.1883280643433096,0.00011914842159638289,0.002295781357000378
TNFRSF13B,-1.9049399666879228,0.0002859221370843859,0.004107553531257186
MLLT11,-1.946396966205614,0.0002453960565899818,0.0037336267457256742
AMPD1,-2.428255980100327,3.1101822447962796e-07,0.00012163116415853304
KIF1A,-2.864554079123846,3.9591090316731986e-05,0.0011580119741118368
PTGER3.3,-1.7085479694548127,9.730445620746601e-05,0.0020398421886371892
SERPINA5,-1.439203022048548,3.910343575013089e-06,0.00036539219299613456
SLC26A3,-2.6338098529178713,4.016137492433307e-06,0.00036611103466061077
PIK3R1.2,-1.1299895974240823,0.0034455080113930457,0.024565239090006193
LIMS2,-3.450076126590335,4.807223603001911e-05,0.0013048707975346317
RYR2,-1.191386954769157,0.002375998108498679,0.018652910057723085
GPR171,-1.060814327541614,0.0016443339722015317,0.014219920075737897
FHOD3,-1.147364410222411,0.006519389739528901,0.03951678315711003
OLFML2A,-1.9770722606040423,0.0003643433618588055,0.0048245963789436755
CA7,-3.8335717915125835,7.863811470736625e-06,0.0005264828864664633
DNASE1L3,-1.901436182456731,0.0005091843882196918,0.00617433877704542
NR3C1.1,-1.3341303078163205,6.194448850696454e-07,0.00018685698818674513
FGF9,-1.1984604682478643,0.00033544954004295077,0.004594048888863187
EGR1,-1.7164495446855064,0.0006926878331121528,0.007715285685475972
MEF2D,-1.5684107035622856,0.0008896295429699882,0.009146639088821913
SGCD.2,-2.242532354407065,0.001641357047961617,0.014205810712644849
SPINK2,-1.583023032790614,1.5914679260272817e-06,0.00023668042015383194
RGS11,-2.2067029712276605,0.0002143200146627827,0.0033928111466631525
GUCA2A,-3.9915713847316803,1.4356448942726987e-06,0.00023196211565586916
ANPEP,-2.780186947584765,7.492127882585135e-05,0.0017264601462267082
ACACB,-2.8075765553925964,3.1067930003589485e-05,0.0010076279534032488
P2RY14,-1.4109499211468546,8.06737803867828e-05,0.0018047339981017787
ADH1A,-2.7965591290180383,0.0004775551514801084,0.005904572417422089
HDAC4,-1.3654483788441332,0.005147895682481206,0.033286362836080254
RAMP1,-1.7750837641721555,0.00028006768122996307,0.00407894433945818
TCEAL2,-5.088719650573199,2.5493025299807427e-05,0.0009155811365328797
EMP3,-2.1091004230650405,0.00017236336230332263,0.0029489099523550494
ABCA1,-1.5229677319581203,0.0016872109773689963,0.014441270702279917
SNCA.1,-1.3310291241580883,1.1040465820213133e-05,0.0006320213090372155
GNAZ,-1.2679561054145425,0.0009692459733372457,0.009707100985317066
AP1S2,-2.1986599484385327,0.00022176172899294428,0.0034690105132392578
HSPA2,-2.2432883859415615,0.00014695849342765506,0.002670799883137022
STOM.1,-1.746232257033412,0.0006733926751158509,0.0075884239664335855
IL17B,-1.2196770278523126,3.142320621987174e-06,0.0003317976344756257
MFAP4,-3.3299343925865315,1.434464793581205e-05,0.0007111039321795278
AOX1,-1.2838026164425493,0.0025639891107369834,0.019780923208152137
AR.1,-1.4504649753672585,0.00045413053573366096,0.005694969509277585
SCPEP1,-1.4075164286192667,0.0020050619734364584,0.016424708593883293
LGI2,-1.7951499114499554,0.0007524959631471932,0.008174490612007422
TNFRSF17,-2.5888604654841068,4.818826495657752e-06,0.0004038253092670651
DCN.2,-1.2035175933993292,0.0010102647967419765,0.009978845639661862
TF,-1.2220494365253316,0.0011443647058755535,0.010895714093183021
PRKCE,-1.0464469778964691,0.005578814652229873,0.03518918991212379
KCNK3,-1.1545986074652035,0.00559888288573747,0.0352315878370095
SFTPD,-1.1428701571195525,3.8027278869626938e-06,0.0003624453172443342
CCL19,-2.6138552768955288,4.652791781601321e-05,0.0012697109955196516
PLCD1,-1.6968152581905631,7.464396151796364e-06,0.000515140908279855
IQGAP2,-1.0784679750620996,0.001945685329829727,0.016062933070892953
JAM3,-2.9947317791815973,6.760410435896055e-05,0.0016150039319598743
CTSO,-1.1177143197442336,0.00043304223480662707,0.005476039469848114
HBB,-1.7319789788799966,0.0008409367880642016,0.008836022059226192
BTG2,-1.442042443855188,0.006589161863043529,0.039802608759654814
FABP2,-1.280634162941279,0.004169116866533944,0.02827341361190232
PIK3CG,-1.3362460011199766,0.000543985162394388,0.006468400146083719
SLC17A7,-1.196971606268626,0.002374778453371582,0.018652910057723085
KRT24,-2.9260770227563806,7.858813437132e-06,0.0005264828864664633
AKAP6,-1.164952106480271,0.0003758660749493744,0.004943254625459039
PNMA1,-1.1746978017267644,0.0003572861734934232,0.004781476179869525
NAALADL1,-1.8166345417653513,8.627880864740117e-05,0.0018883685837599534
PRKCA,-1.3813731549924875,0.006284012293154078,0.03844315515840898
FABP1,-1.5889710614727468,2.525220751014892e-05,0.0009143667368522397
MAP1A,-2.439018989987113,0.00013279231610180628,0.002493899867003767
ANGPTL2,-1.7060603351168322,0.003990735747288458,0.027443123711157116
P2RY1,-1.2225910952705106,7.794489157558136e-06,0.0005264828864664633
ELAVL4,-2.249463498819318,8.025642086924339e-06,0.0005264828864664633
GAS1,-2.55476734790391,0.0018109431855876782,0.01520230150655643
CCL8,-1.8324796996803214,0.004001701333694503,0.02747331884426545
FABP4,-4.681663630466777,0.005618352506506833,0.03529100780262085
OSBPL1A.1,-1.7194013172812808,1.2230847955676798e-05,0.0006584637820438771
CCL5,-1.1829917998880477,0.00030830226573397475,0.00432028598442343
TGFB1I1,-2.0515123558398054,6.111431194936602e-05,0.0015183671055843666
LRRN3,-1.3240154432398545,3.4967074014853487e-07,0.00012731632224925447
CD177,-2.148198712341711,0.0002040019249847224,0.003293664106901657
GBP2,-1.1934493228161593,0.0060834510848753595,0.03746669825100308
CDC14A.3,-1.001602933414626,0.0027637918285877143,0.02097978283109826
ENTPD3,-1.4934029965176328,6.536548698332479e-07,0.00018685698818674513
MT1X,-1.9142441390789076,0.00015522087802472136,0.002753800272099174
SSPN,-2.5280952980977682,3.7868083674119266e-05,0.0011295172189689981
SFRP1,-4.147342119827326,1.6503117745649393e-06,0.00023870742503604374
GHR,-2.437425826288081,4.1270284524860754e-05,0.0011706446619321371
EPHA3.1,-1.4069819575081437,2.5372616147145207e-05,0.0009143667368522397
OLFML1,-1.6987500233727104,0.002855032250698945,0.0214870174876195
ANK2.1,-3.318229259748477,1.4160210420559349e-05,0.0007111039321795278
ITPKA,-1.7011846628100509,0.002504716362722576,0.019475184148739087
MPL,-1.162312657482725,0.001270471130460129,0.011819299265663878
BCAS1,-1.8066805899019458,5.031781732662204e-05,0.0013349392792758846
CFD,-3.7154943473140065,1.650162919374896e-06,0.00023870742503604374
MEOX2,-1.6725661892024806,0.0002374425380728631,0.003651366348196815
COL4A4,-1.1145749776576768,0.00010279825468788486,0.0020995101958401863
FKBP5,-1.1095263254434538,0.007535753787581741,0.04390649281588106
ETFDH,-1.199585652167148,0.0019748769527445312,0.016250274648349227
KLF9,-2.233462715415092,2.7590095264036363e-05,0.0009430909516877728
VILL,-1.2007490277479118,0.000305704985819425,0.004309664813441
SMPX,-1.6507890042872908,0.0014757615219433945,0.013138757091231282
NTSR1,-3.174018234976541,0.00088527963550303,0.009131737269944554
CLIC5,-1.3485384419211188,0.0008545552461259721,0.008935540815385046
NFIB,-1.1408513095770645,0.003528000167464863,0.0248845382553517
ZNF467,-1.110609277145297,0.0010734978372634926,0.01045933314167578
FEZ1.1,-2.4834043653417557,0.00010640317414239654,0.002156451277868647
CDH2,-1.718868333840549,0.0010357939973485377,0.010183378787712485
GZMA,-1.3242887041943614,0.006131112916239205,0.03766135906481554
EFHD1,-1.7287908367666294,0.0005222232134777153,0.006280358668691567
CIDEC,-1.0429056973374682,0.0003929876851725636,0.00509148094200871
MARK1,-1.2207664974679315,0.0027421519829960014,0.020860506331739755
CACNA1H,-3.033747823115653,0.00011674945695351432,0.002274460361572247
KLF4,-2.019882780427492,1.3628447964812782e-06,0.0002284171143816796
AK1,-1.2073650194473968,0.0018408878592434212,0.015378816954738972
PELI2,-1.007001938373961,0.0034753047449673875,0.024661117474536726
APOD,-2.146199586035641,0.0017464845496362276,0.014821524785583497
ENPP2,-1.1618261551702829,0.0002981335234698804,0.004235060207142796
SYN2.1,-1.1308231933343054,0.00039221670618776015,0.005088452368182107
DUSP1,-1.6695793434296293,0.0009324248033374401,0.009457707491296858
PGM5,-5.262992501410556,1.5190187908953995e-05,0.000729531197339853
OR51E2,-2.190656254534243,0.0011295324309291328,0.010803200125163689
TRAK2,-1.1281231669805574,0.0008425723686829829,0.008843659682826657
ATP8B2,-1.6531190983865505,4.5128097709356196e-05,0.0012417514160818854
AOC3,-2.6155074366951516,1.415134731269375e-05,0.0007111039321795278
NR4A2,-1.4308955329674475,0.008911916887508134,0.04978885207153354
GNG11,-1.2108182907308187,0.0030821361506168134,0.02266314457824717
VIM,-1.1578030258803242,0.0064697393627366736,0.03926090685697502
CD19,-1.6842899312022908,0.000345733215471599,0.004704377605882234
CCL13,-1.616031823964779,0.006816504519377425,0.040710108156168684
SLC30A10,-1.778434067890058,3.0893878028137146e-05,0.0010076279534032488
COL6A2.1,-2.241417096819705,0.0003079509810126438,0.00432028598442343
ATP8B4,-1.5291256665869841,0.00034030032876034824,0.004636427317910344
SOX15,-1.7719796939542969,0.00026952216492580333,0.003969155564088643
TGFBR3,-2.022836239820424,0.00014511483201310127,0.002658792556451649
PLCE1,-1.3454293869592104,0.0021423293834061012,0.017354356994938185
SDC2,-1.2123747271971064,0.0016239769009809787,0.014124853457543784
PBX1,-1.2983204069195975,0.0006538816536939935,0.007416043374172801
CD36.1,-2.431208700187668,0.0008065277529913361,0.008567531734240963
SEPP1,-1.7538180273779427,3.693099332485806e-05,0.0011214903040218838
ARMCX2,-1.4445049553230704,0.0016649890935543068,0.0143281335279869
NAP1L3,-1.3196160570230526,0.00022596849109734107,0.0035139930743694025
PLN,-2.989394771819784,7.247012157772577e-05,0.0016892097433536563
SMTN,-3.676026777899794,3.7305644592930555e-05,0.0011243655588738417
PRKD1,-1.3329646573888845,0.000985976147989344,0.009803128198323432
ZNF471,-1.0005256820620927,0.004181760946875421,0.028340958817751966
ZZEF1,-1.324117342817153,0.0029331358879414607,0.021856826829990277
NOV,-1.1943275865390905,0.004867728362580426,0.03184531832743911
CDH19,-3.6510068134429807,9.082047191451795e-06,0.0005577997939560428
EML1.1,-1.7223680252690976,0.0005220307306478826,0.006280358668691567
ARMCX1,-1.5410450820515176,4.838278145482807e-05,0.0013054091185004909
LDOC1,-1.5260183307618742,0.00023945280553848932,0.0036749740896524835
LGI1,-1.224808194263634,9.104225260609041e-07,0.0002014072739492583
TOX,-1.6721399694203674,0.0003121666913934099,0.004354251115486149
SLITRK5,-1.173517363029345,0.00010127380685008698,0.0020800351927112667
IPP,-1.061141719416441,0.003757166134699509,0.026134332817056728
ITPR1,-1.789442466472368,0.00029329712309241477,0.004190695971221661
KLRB1,-1.133056455527596,0.00041320581706622825,0.005275743920679933
ABCG2,-3.0084153156592737,1.0275069564558782e-05,0.0006027469974009788
SYT11,-1.8148469995141892,0.0003759289198071416,0.004943254625459039
CYP2U1,-1.0045889241107508,0.003193168498232471,0.02317296644181214
SFRP5,-1.003293974758441,0.0006894512500635671,0.0077027515236057905
KIT,-1.517391727399754,0.00011240075085685253,0.0022482105894208308
KCNA5,-2.4193167738276298,0.0003583683476214684,0.004783832342016543
CRISPLD2,-1.9806164453211257,0.00021930575633543074,0.0034442413128790202
PNMA2,-1.2062655855061146,0.008642553900960992,0.048696225528413614
NXN,-1.6970268042847392,0.0005683836007819082,0.0066735459315523955
HSPB8,-4.544612060663792,4.2472773206539345e-05,0.0011870052518609822
EFHC2,-1.1623945822712205,0.0006472843315833724,0.0073649517857638245
CXCL12.1,-3.4874572622080353,2.554452961531812e-06,0.00029640075627268575
PDE4D,-1.4949616110204431,7.57207654201051e-05,0.0017343504600236222
FXYD3.1,-1.2707459045143872,0.0008733225200458237,0.009076193394846312
SPON1,-2.1593787836920537,1.6164855830494736e-05,0.0007619853246169371
HDC,-1.4446430383865099,0.0011055425629841278,0.01066787379821367
