Gene,p_value,Log2FC,adjusted_p_value
BAI3,2.163784700986781e-07,-3.175961806096964,2.5397566035286113e-06
DKFZp779B1540,8.066175166423746e-05,1.1432804461140469,0.00036098452671362596
SOX17,0.0003502570377685744,-2.3933689624727705,0.0012993481815816144
RARB,0.0005799540361856581,-1.1188461235471152,0.002017832549991004
MRPL13,4.63850096565775e-06,0.9887434365929391,3.127674936843511e-05
UQCRC1,0.0035586177414129953,-0.31672371075705286,0.01000055434196933
IARS2,5.101501725065014e-06,0.6353980245623401,3.392437478082802e-05
GAPVD1,0.013444841750243334,-0.20875567900873904,0.032153985488076554
C7orf31,0.007671724858278909,-0.4388326142017709,0.01961160915603357
GNGT2,0.011619890844729804,-1.122400013680899,0.028249387232820382
MICALL1,8.032359533065543e-06,-1.082775571409166,5.0021717016562485e-05
DKC1,1.0541492512292816e-10,2.285309168250061,5.802790816196125e-09
GPR177.1,8.327487143588178e-08,-1.5145758857115341,1.178169482100511e-06
NF2,0.0091339953172544,,0.02291659716330826
PKD1L1,0.003220867602867129,0.7312097476553405,0.009165177899179628
RNASEL,3.809825669975841e-08,-1.1082594957490022,6.242036385727036e-07
ODF2,2.0327822209900877e-09,1.7489289095774483,6.061188278285498e-08
ADAM33.1,1.7585409080148457e-06,-1.1627441089126362,1.408864987482894e-05
EIF2C1,0.002087368182352834,-0.3116292889159,0.0062239483544778585
SLC2A5,0.00018467444701366617,-1.78286560448067,0.0007431195234085199
MAP3K7IP3,0.0014483952844250646,1.3228632558879445,0.004522973112286829
C19orf53,0.002430733478128713,0.6060606361319874,0.007124242499512137
C3orf23,6.946508740061136e-08,1.5951697152486917,1.0158295971622693e-06
KCNF1,0.00977978477744287,-1.717436517585579,0.024305931604614906
ARPP-21.1,5.574887728105042e-06,,3.650333806383774e-05
SVIL.1,2.0746935375897916e-07,-2.5452878014734033,2.4572878503946576e-06
FBXW4,4.0496954114725643e-08,-1.050086362466919,6.547991472894124e-07
MRPL44,0.00034532062733629796,0.3368858077970298,0.0012833963472656112
BTC,0.0010075711848947658,-1.472479186043909,0.003291409095229787
SLC25A6,0.007494105745520994,0.4319449021664994,0.01922120006532483
CKB,6.592658681369595e-06,-1.3803364004062377,4.202630465158135e-05
GALM,6.86959917906356e-05,-0.8886040991946444,0.0003143765616501256
CHAC2,1.3698892433627348e-05,1.2576294945107644,7.854645379880824e-05
ZBTB22,6.45710224846377e-05,-0.36710844862130454,0.0002979291935938442
PHLDA2,0.0060372187816795115,0.9301566228219063,0.015860926273422345
RNASET2,5.142511877432006e-05,0.7177627716603379,0.000244547660212115
ECHDC2,2.9136926428767433e-07,-0.7617609016724671,3.227027338471177e-06
THRAP6,1.1525828096204228e-06,1.0802820087049305,9.983950428980656e-06
DSCAML1,0.000803346684534662,-1.7609719801420889,0.00269246757058724
HSD17B7,6.75750303517609e-09,-0.8273341200228419,1.5824327117124346e-07
C18orf10,6.044050818232351e-06,0.9909436877863964,3.9079342276789996e-05
ACTA2,6.417366977568034e-10,-1.6899039410820116,2.437720360109063e-08
SLC37A3,0.0001997410835088408,0.8836777481324596,0.0007965227748625065
UNQ1940,0.0002845631538838367,-2.057338652348667,0.0010855974214546919
REPIN1,2.2719400982710097e-06,1.067948994909239,1.7385553342547113e-05
CARD14,5.757393287093178e-05,,0.00026966150800679167
GBP7,0.02057856252608272,,0.04638906930988915
TRIM35,3.3061735509429905e-05,1.3978204312405422,0.00016743412655405955
F12,5.870565327720465e-07,2.0609700621807328,5.6870140275175025e-06
FGF13.1,1.4371023583146313e-06,-3.2709753081996036,1.1918010735271694e-05
PCSK6,0.01073703200807346,0.3480447213325313,0.026368904911668514
DUSP22,3.0241697111916065e-07,-0.902124508412701,3.3179120115269338e-06
UTS2,0.002781072622641561,0.608634321157842,0.008029062345221289
TAF1C,0.0001442347093979356,0.3308078248980326,0.0006002068642438198
PSRC1,2.6079893174850546e-13,2.2447062925193064,7.0555652462303e-11
EYA4,0.002244749968198605,-1.0912482855285788,0.006634363615043679
CLIC4,1.8573160379288782e-06,-1.7258130971726056,1.4746850030570592e-05
MLF2,0.009825189955913506,0.2952057364277909,0.024402375053961624
CHMP2A.1,0.00024664184457210905,-0.3886011439128296,0.0009577284579008695
THUMPD3,4.96829210796169e-08,0.9284413675137131,7.756269677904443e-07
C10orf78,0.00029497347384911714,0.6436924361563836,0.0011193451152700677
MND1,7.556026858769855e-10,4.184989643458129,2.7660544527219547e-08
MTA1,0.0014093176030601138,0.46199625656826093,0.004410255565846461
PROS1,0.0005463706192198425,-0.6857373427014348,0.001915102830901088
CLCC1.1,0.00011807483189278465,1.1457774728172332,0.0005038885114367226
LOC647115,6.7696008861239815e-06,-2.2677514763576223,4.300596393407056e-05
FLJ44076,0.00022956894856981187,,0.0009008946674460828
TOB1,0.0001225359611018513,0.6149042155328175,0.0005210342992346584
SSB,1.6517588386113107e-08,0.9333230838348854,3.1974361322646877e-07
EPHA4,0.00021841637885550307,-1.2751716686568892,0.0008624686629637737
DLX1,0.00012098705747706748,-1.398061527456779,0.0005152576085757852
PH-4,0.0025517367578317554,0.5884083125343693,0.007437620317401085
ATF4,0.012837175449514043,-0.24445341224928185,0.030890541292116235
ZNF615,0.00024925640613280566,-0.899234914487054,0.0009671941313571589
AKR1B10,0.0007858033232389537,-1.7718175707655472,0.00264045151813586
CHCHD1,1.799386249428242e-06,0.5913544454392081,1.436918090616131e-05
SMPD2,6.196341678248098e-05,0.8827848264816778,0.0002873921049346766
ADAMTS19,0.002017137626342051,-0.7615804279167953,0.00604133672239396
PHF7,0.002228019170137237,-1.0879270427405858,0.006589305062034991
FAM55B,0.004030895217795277,-1.0095257737948646,0.011158145683999305
ZC3H12A,0.001867592284773643,0.6370197292107598,0.005652976837961318
MAP3K7IP2,1.433659259001797e-05,-0.7639724963705907,8.182222022561323e-05
JAM2,4.7978706209029e-09,-3.393494332813864,1.2205958928223616e-07
MIZF,0.003407842531407315,0.4068131375607482,0.009621939508303408
MNAT1,0.0005351349971639443,0.5606267912585796,0.0018801765563960947
ZP3.1,3.909562346869935e-09,2.6245992927741555,1.0436790746445563e-07
CUL7,5.6536036309273615e-06,0.8540742652467248,3.692067793597074e-05
RAB20,0.0010346682302372475,0.5776565229962713,0.0033665415106458054
TMED7,0.015656142295186398,0.3819500165816443,0.036671508887806466
PTPRCAP,0.00033833430278066976,-1.5114171707445445,0.001261658795240608
NAT8L,0.007720827166784295,-0.2836415084686834,0.01972576642496174
QDPR,0.00012166261392062243,0.5608160778743496,0.0005177370855966023
SPPL2B,0.00011741610786881738,0.684204445970674,0.0005013972929666689
DNAJA1,0.0009536335705198195,0.4003590610041492,0.003132278224520532
DPYSL2,2.4424618227728805e-05,-0.794109309363968,0.00012928554778428436
FBLN1,8.166899708353336e-10,-2.397883954884737,2.9556012105408182e-08
MYO9B,6.992301048485742e-06,-0.47693922988495174,4.4155196828809483e-05
RG9MTD1,5.420154544912227e-08,0.8983161353813633,8.338467990591736e-07
SCN9A,2.9355592036004804e-07,-3.589583989387613,3.243149669953838e-06
C7orf41,1.459949600874167e-05,-2.058387553497317,8.313018979926212e-05
PPAP2B,1.2039134696672892e-06,-1.7909017060299743,1.0347778539751702e-05
GEFT.1,1.2482169302835616e-05,-4.1722296312983485,7.237439723316918e-05
PKM2.1,4.155314049432153e-08,1.820659745272093,6.689512835457394e-07
SP110,0.001198259326243835,-0.791454939495134,0.003826977381715122
KCTD5,4.5900873106324304e-05,0.6944146017319053,0.00022179589827721596
ITSN1.1,0.00023478261889899933,-0.7992135914847696,0.0009192406667235087
COL10A1,0.0038780357577591364,,0.010782096158682627
C1orf159,0.0022127690082540054,0.594515767508021,0.0065485682602864
FBXO8,2.0617993911680448e-08,-0.7510371353183398,3.817943046216353e-07
BRUNOL5,4.7234649670200526e-05,,0.0002270538392814146
MTFMT,0.0005282550057067559,0.46418812356067374,0.001859163736394314
POMC,5.478828835894445e-07,,5.389904163879484e-06
CYTL1,0.018102302131413152,-1.5931826866320282,0.041528590536015444
DIP2B,9.791796091714314e-06,0.7267626171141401,5.889945892044207e-05
CAST,1.8412981529083734e-05,-0.8371132288864622,0.0001018129566902277
C3orf52,0.0008234888407498658,0.8522528365788897,0.0027520753906590876
LMNB1,0.00025704754765482985,1.7621694385947162,0.0009932664687641083
EP400,0.0007201355922465879,0.38074211444138584,0.00244561919397721
CHCHD3,0.00030280455178311296,0.5542422048959974,0.0011453395015782741
CMKLR1,0.0017728142667960444,-0.9445963129709591,0.005401471184535565
WDR62,4.714055795537094e-11,2.2259920155157378,3.0757827578880853e-09
TSEN34,2.147919649177925e-09,0.7686493079964265,6.36174225598973e-08
ZWINT.1,7.713218267392179e-05,1.1343213958852236,0.0003471495922982919
ZBTB33,1.4684586774092488e-09,1.1118736003460317,4.71436863960156e-08
IGSF10,1.0148261132724464e-06,,8.944339490201014e-06
NRXN1,0.00016974233293038266,-0.9269119973078386,0.0006919448573553122
IFT52,0.0006535708497781204,0.7564820629526459,0.002249273306155418
TNFSF11.1,0.004433007811421247,1.4367846423758959,0.012123008541490253
KLF11,0.00012775186558409317,-1.201228620989247,0.0005403331527392798
SORBS3.1,0.00010897579337690292,-0.65502706987869,0.00046933003305634136
LASS1.1,5.78888114620462e-07,,5.6300104930908936e-06
ABCC9,2.720638315027996e-05,,0.00014131266771384
JTV1,7.781980139012253e-07,0.9620164965061893,7.186703074851815e-06
FLJ31132,7.722014528330584e-06,,4.828217877578514e-05
RHOC,2.161901055548589e-05,-0.9400285714639978,0.0001165482697844226
C18orf34,0.004462532140832826,-3.792645475534894,0.012196231737370385
GM2A,0.01727011120260423,-0.32909957892635155,0.03986267265826368
IFITM2,0.015253261347310556,0.4240445491760667,0.03584896172568464
SLA2,0.006465878919952871,-0.9928980980239182,0.016875183289439353
BDH2,0.006851911910026941,-1.022965201995957,0.017765639762977754
SEPHS1,1.7254686315208027e-06,0.6865899416768713,1.3883857860593938e-05
FBXL5.1,1.762187821862066e-06,-1.193491052127838,1.410767760382103e-05
TBCD,8.139712048294038e-07,1.1507737260788966,7.452388447352659e-06
PIGO.1,4.1137660099619367e-07,1.6705286641786028,4.268465162067147e-06
BRMS1,0.008891238032810346,0.4235369307688073,0.022391102794853526
DDN,7.527303047677435e-05,2.6276799369761825,0.00034043973661503817
MECR,0.00017496239404585307,1.1695525906818833,0.0007099626393841604
C5orf5,1.554985120400131e-08,-1.5779427405679645,3.0473312642187727e-07
RASIP1,3.2554525824970005e-06,-1.3016880787382181,2.323918110702959e-05
RPL28,9.9210016128356e-07,1.2272404883734724,8.774447925264115e-06
KISS1R,0.004650983905288607,1.8144446054017638,0.012659806988334044
MOCOS,0.00016701252163025005,1.63738038545495,0.0006823215064172131
AGXT2L2,5.246315730288153e-06,-0.9882682341699915,3.463817504783107e-05
LOC340156,0.0035837361446953843,1.0809337830993901,0.01005458487845231
AKAP14,0.003168615750143401,1.5329411076656294,0.009026913034696443
PGM2,0.00019492034279901767,0.7008369978018223,0.0007789803030125312
C1orf83,4.733060000054092e-05,-1.1206234866213238,0.00022726883775151508
VPS39,1.0779907354792049e-07,-0.4864252226786121,1.448464353474905e-06
ADAMTS1,9.040033625871986e-06,-2.9318307297518764,5.5109674623892316e-05
SLC6A6,8.643869754005043e-09,3.338331180098599,1.9213988639563915e-07
ISLR,0.00018767431205171892,-2.3929542524368834,0.0007534142125507297
SLC10A4,0.0002071980115817378,-1.0108594479279134,0.0008225627575034487
ABI3BP,5.214377141844908e-09,-4.788082129323161,1.3041233654417975e-07
HYOU1,1.6285751100710894e-06,0.9779650899343668,1.3243515484537041e-05
PBK,2.2341986698503943e-07,3.836962630962086,2.6113521228641276e-06
SNX5,2.627438939655302e-06,2.5166397996513092,1.9591168521341822e-05
GATAD2A,2.0393807955726332e-07,0.8540316426170325,2.420677538479146e-06
INA,1.6728883178918994e-06,-5.248614796748053,1.3544289943107261e-05
HDAC9,0.00028145509201348815,-2.0613494561115946,0.0010750343941506924
HSP90AB1,3.499721113333985e-11,1.0550263391111603,2.5014038907206495e-09
EXO1,4.4423333130168336e-14,3.8576368255095908,2.1988151080793547e-11
C22orf26,0.0013304733900112338,,0.00419786967486975
ZNF81,5.189598713804712e-06,1.3220273990808442,3.4356150609588834e-05
CASP8.1,0.00040525305949462527,1.3772957794180147,0.0014750014555912662
KCNG1.1,0.0029029093951803016,-1.0025710416736713,0.008334171350159158
HSD17B4,1.8711398584338912e-05,0.6915126630626389,0.00010320578473271368
PPOX,0.020189566392287184,-0.32703555813824536,0.045595575775883024
ZNF426,5.161121385808954e-05,-1.151612402885143,0.00024532744123159596
DMD.3,0.00018722238751669228,-2.4660426194668696,0.0007518720935319155
REP15,0.0022041826650417177,-1.2887338323146054,0.006526640181698541
C9orf58,1.034870000750813e-05,-1.4207070968472078,6.186353030626795e-05
AAA1.1,3.1174408780202e-05,,0.0001591652668308403
TACSTD1,0.005157545510634391,0.5888621510085006,0.013858837443105697
RNF19,1.2881014053182796e-07,-0.5980336093840037,1.6710667588058897e-06
EFEMP1,0.0012741196308678072,-2.211977150102218,0.004043345463643056
HOXB6.1,0.015645259680645403,1.2968505723038666,0.036649888147353496
ATG12,0.010497530348147868,-0.5319184282483391,0.025858007244427304
FAM57A,1.0085592021509969e-08,1.6413354869175762,2.1701141940366358e-07
KHSRP,1.1286119370064865e-05,1.1354935132758506,6.660581859683931e-05
RBM24,1.463188137575194e-06,-3.1700502420572008,1.2093653369585732e-05
GENX-3414,2.5987461016089604e-08,-1.5771753469129157,4.59367199347356e-07
NUP205,1.5207826350337128e-09,1.1392838262592608,4.856147999809985e-08
ATIC,5.048754492681288e-10,1.3718741708176196,2.051310799737027e-08
SSTR1,0.015167255738551846,-0.6951961430027218,0.03566950082731201
DND1,0.0102592856789303,0.570777537306296,0.025333035785996192
IKZF5,0.001479208025408375,0.5477370615322581,0.004607519072684553
H2AFY,0.00260134776403517,-0.5038593086475913,0.007566316873915854
COL8A2,0.0008040380394917881,-0.645720598863031,0.0026939706793665348
CCHCR1,0.005423877801333967,0.4462442543146139,0.014461935714518356
Gcom1,0.001209741141874411,-1.1548929724273167,0.003858648093650889
NFKBIB,6.736741768456892e-07,1.2783108244755272,6.359484229423306e-06
MT1JP,6.70265376967587e-08,,9.860190399634584e-07
CHAF1B,2.8237369306503755e-12,2.776919254319588,3.706614205298694e-10
HSPB1,3.0533380384259696e-07,-1.078296072550895,3.344950668861319e-06
TFRC,4.463811562737683e-08,1.0917294092534426,7.124114799120342e-07
OS9,0.0006689043739372383,-0.31833140117665515,0.0022949233887138406
AVIL,0.017638309128387538,-0.49572702082197395,0.040581647967657036
HCFC2,3.1779004315649277e-09,-1.5828888894456385,8.757583002961039e-08
PPAT,2.4134269102860304e-11,2.426414247692737,1.9756259253795312e-09
C9orf126,0.009855758699035246,0.6567665408688756,0.02446734008274372
FKBP2,0.004943344934839548,-0.8894282872683927,0.013349137435724958
PARD6G,0.0001736897947811188,-1.37714559964971,0.0007059608661459032
HRASLS5,0.01454139352691889,,0.03437253851903768
CNOT3,0.021928287463864268,0.30934563047671304,0.0490585120696751
TRPC1,7.219553359342766e-08,-2.335321007721549,1.0485549710997219e-06
YWHAQ,3.424966316326263e-05,0.2503177890683581,0.0001726413377900064
PRKAR1B,0.013425272095521492,0.6255088319150124,0.032121034961933644
C20orf3,4.6694294779826204e-05,0.9585907677432086,0.00022489497077630578
CKAP2,6.9607132910602495e-09,2.9934132594335496,1.618621212252417e-07
TM9SF4,3.7379602336320074e-07,1.520139333927231,3.939330632916506e-06
C7orf46,2.198775189935434e-05,1.0684852265522187,0.00011824879712370344
MDM1.1,0.00835385403752234,-0.6440213054142063,0.02117964548210235
CAMK1,4.161879897141593e-07,-1.3791418146581425,4.31032416611527e-06
ZP2,0.006565362373859557,1.1129575383789527,0.01711267758215256
HIGD1A,9.149533804289545e-05,-1.1019414024811613,0.0004029645779518747
EI24.1,2.3791737484823447e-05,0.7364227404907986,0.0001264484677439682
GBA2,0.002489432855571482,-0.5092163559280021,0.007279933887160263
TRIM36.2,0.001484313747986198,-1.3452744187091743,0.004621142587748806
CLTB,0.00014287856481669,-0.6657860093806747,0.0005956809024419191
SGCE,6.262022321278569e-09,-2.219854973997074,1.5075405470632644e-07
C9orf3,0.0006766822657216856,-0.933922793487004,0.002317665490623726
UBE2H,5.8294934413032296e-05,0.8954841981135084,0.00027248521386824873
TSGA10,1.6246210210025208e-06,1.2375691677142457,1.3216205621532791e-05
CIRBP,7.664776248912898e-09,-1.3131272321105598,1.746737945269011e-07
C15orf42,4.669864183696898e-09,4.2615604219044965,1.2032086765520558e-07
AARS2,1.2380931065556278e-06,0.6356981955978238,1.0592309092105688e-05
UBE1DC1,6.2608150886957265e-06,0.6837428881451784,4.021132655692704e-05
MTHFD2,6.274201096419283e-07,1.8172559817214964,5.983958603738838e-06
NID1,0.0001355848100371856,-1.1148348851219518,0.000569445934468937
CNNM2.1,0.007450574034558308,-0.6412857526962288,0.019121186300629513
SF3B1,2.6314634024889918e-05,0.6580831904999762,0.00013748559613946254
C1orf115,1.5844325163180174e-05,-1.9172690751020145,8.943778865648576e-05
FAM124A,0.020463896354984624,-0.6833225828299376,0.046158726663851436
TRAM1L1,0.004670396393929776,,0.012704852679698118
TETRAN,1.3660721763514076e-05,0.6435923654152855,7.84492497027689e-05
TSGA10.1,0.00015750806681416455,2.033654561354469,0.0006483872618677725
MANEAL.1,0.0038427936706487476,,0.01069483562785997
ZSCAN5,0.0010716182199679947,0.6004610378784472,0.0034719992101314434
C1orf165,1.51299612201899e-07,-4.1952985884104095,1.8952177284511162e-06
PRMT2,4.100495597042355e-08,-1.0804399731312593,6.615665041802735e-07
DMN,2.13637148965291e-06,-1.6064680233490876,1.6511214613758546e-05
C1orf166,4.520966078453009e-07,-0.6445277021995715,4.63675966178463e-06
DRD2.1,0.00954478833621954,,0.023815101095922903
MYL9,3.321658381593525e-07,-4.633427529750291,3.572962699508894e-06
F8.1,0.0009647195120160711,-1.2448156777300348,0.0031640061582738793
UBE1L2,4.264129688026191e-05,0.6233812531840925,0.00020840593302307343
EDNRB,4.501131271784909e-05,-1.2078757955219261,0.0002179722683546746
ACSS2,0.0020284295089879273,-2.150987677183093,0.006067783202182872
NFIC.1,8.618853820273386e-07,-1.4889195121078274,7.813676058395782e-06
PIH1D1,0.0006190989319314283,0.3506032981809639,0.002141601544669703
NAV2,5.851840410229191e-06,-1.0676067068839616,3.801366673210212e-05
C5orf29,0.000428476186372257,-1.4559915528088858,0.0015470891468883706
ADAM22,0.006236081176301857,,0.016335012966711582
WDHD1,0.0011647875960342424,2.27776281618624,0.0037351327017091113
NDUFA7,5.162906055681181e-07,0.8049700982445884,5.14759136805534e-06
MITF.1,1.1873477447801724e-06,-2.116201916178535,1.0229173736001298e-05
LRP4,0.004813316120276456,1.3235576238945068,0.01303768068525188
PPIL2,0.0019228478175878107,0.33885667541122455,0.005801231604157214
PEG3,2.68120366687372e-07,-4.2884287789766615,3.011636564350714e-06
NPPC,0.015118803962046056,,0.0355706381476328
MYADM.1,0.00934514163707515,,0.023377607360946677
NKAP,0.0006744401604654431,0.7962047242478825,0.002311770784883404
LOC390732,0.002613435537879273,-2.275032015968194,0.0075964955414457285
SLC24A4,0.0008202406570362777,-0.7812439041827597,0.0027424594929454085
PPAPDC1B,0.011074206557818546,0.5055276940826126,0.027094981612291454
TMEM16G,0.021112478678016727,,0.04745280921916141
NBPF15,0.013309310205808072,0.5666565479856991,0.03187009633595194
ZFP36L1,0.0001472119754932739,-0.7144190145787963,0.0006104206475407081
HHIP,0.004383958202862317,-1.1103613587459424,0.01200663318176514
LSM6,0.0010746453198266068,0.7086013746367774,0.0034792661668174903
AXIIR,0.00041688376958352917,-0.7219857596575974,0.0015108886692437528
LIME1,0.018267208468486888,0.5361116025556312,0.041850640572644135
ANKMY1,0.0035327476560737567,0.6600198553025756,0.00993414551937384
PIAS3,0.0019382989619127846,-0.49693585403743157,0.005839112462122924
SENP5,0.0007545597610877084,0.6256263875224777,0.0025478163987777357
AKAP2,6.268032006987303e-05,-1.6782395843553433,0.00029023173041746263
NIT2,1.0593195825435985e-11,1.3721351916440732,1.0352398951166164e-09
PRM1,0.00021709252127474752,,0.0008578518867044886
C12orf54,0.000708073291913666,-2.850948831692216,0.002409186795676805
NT5M,0.0008859914698879189,-1.0734734568133133,0.002935309851850895
PRPF38A.1,0.005321419571596133,0.3698117586521752,0.014229794090680885
C21orf37,0.0022456296581103256,,0.006635220262538003
PPFIBP2,0.004368811685341268,0.4742973686808547,0.011968105510942293
IBTK,0.002377455139420348,0.36487448953990054,0.006987850677416213
UBE4B,2.4113214974556407e-07,-0.9662203331764214,2.7702100517636424e-06
TMPRSS3,1.651729944379401e-05,4.466213266621263,9.249127193532878e-05
APOBEC3C,0.0015567076167818496,-0.8208427474542432,0.004821164563826407
PPP2CB,0.0004836929217836008,-1.350666335062706,0.0017190393746951938
APRIN,0.010170369038130003,0.3339298280593326,0.025144262425262007
C5orf3,0.0005756231888167422,-0.3967292012541641,0.0020046506782905194
MSH5.1,0.003835848644364858,0.9753401803661483,0.010679526396409388
ARFGAP1,0.002536603799383085,0.8463114166244488,0.007396427272018186
ZNF175,0.016604191211602923,-0.49191738912466043,0.03853812281211543
EPDR1,0.0009323001850525869,0.9235904618593551,0.0030703900393715244
WDR1,0.015472797246601354,-0.4315275913265655,0.036305909820157196
COL4A6.1,0.00047572396822418296,-0.8233337761060504,0.0016947905108535852
RAD51L3,0.0009898731813327867,0.9098270589676627,0.0032374092075315554
NEBL,1.9574672270991647e-08,1.2027398850399873,3.670706083344706e-07
HIGD1B,0.0005329953090160988,-0.8453062414563801,0.0018741429600908441
GGA3,1.949491500677267e-06,0.39972090434500807,1.5385101192111168e-05
ARHGEF7,5.324560338796376e-07,1.2813846214064597,5.268512335230099e-06
DST.1,0.0005877054073551825,-0.5952304976609941,0.0020423558204751336
PNOC,0.0013862061713030207,-1.4496101758089162,0.004349589491398332
MRPS26,0.0006535308031204285,1.0631909701458717,0.002249273306155418
MPND,0.0024872816645007036,-0.8957693671737665,0.007274602036293159
DIP2C,7.110191223125099e-07,-2.4709014636733917,6.652571998895285e-06
SEMA3G,0.0004463231837776497,-2.2723417449874574,0.0016011050305503528
MSRB3,5.711751222327249e-07,-4.088206568486012,5.573898787846652e-06
DNMT3A.1,5.227352693760899e-06,-1.6620536463937032,3.454381655001245e-05
MST4,1.1129135495023426e-09,1.0456227097695088,3.7750572143975485e-08
PARVB.1,0.015032724878424985,2.7447471141648205,0.035405666068901144
DARS2,2.463832219204694e-11,1.3349217945325904,2.002111866331023e-09
LRP11,3.872480515584702e-05,1.059041652446373,0.00019209997262462216
SRPX2,0.00017119438585634658,1.9473054754974974,0.0006968233604185359
DLG2,2.6348575618634423e-07,,2.9697545380573767e-06
BTF3,0.0005098575349792613,0.6376237970788541,0.0018024987340207062
MGC45438,0.0017290913007301416,-1.4028641552128,0.005287134585168499
BCOR,0.00035633280349196497,0.5227245744004865,0.0013199009705569796
JPH2,2.5503513185013727e-05,-3.999021785714804,0.000133941746329627
TPSB2,0.00031254392052903774,-1.6527215654661838,0.0011785609949033103
bA9F11.1,0.00013737578742442167,3.45087531397656,0.0005759864804806974
NSUN3,0.002098338451692413,0.5684714550337056,0.006254136801336086
ACBD4,0.009993197529999429,-0.5114791321706997,0.02476143125270941
NCAM1,3.399063082703634e-07,-2.044478791120013,3.6402816216368204e-06
PPAP2A,5.561146153451756e-12,-1.8032257223025008,6.357725465521453e-10
PTK2,2.0337365051511025e-05,0.8663895858670143,0.00011082390230968326
FIGN,0.010244451632699225,-0.9025062145320448,0.02530203908036068
C1orf172,1.8553951102145046e-05,0.8586336358148801,0.00010251577864258673
CXorf36,0.0021401520923796553,-1.205771259578035,0.00636295574338449
RALB,0.018750627233571394,-0.24544002016264166,0.04280344870853548
CD209,0.0001853865098915095,-2.7831431813874374,0.0007453088683278809
ENPP6,9.337761125386617e-10,,3.290360988238601e-08
LOC400464,9.92738715080354e-09,-1.9830591488929743,2.145608916374953e-07
LOC348180,3.88540263119094e-06,1.3087757697756528,2.69425304279469e-05
VSNL1,6.839446911940071e-07,4.192296529016249,6.445466877420499e-06
DCX.1,0.001847595564719471,-0.8858624201025913,0.005600090177310663
CCNC,1.5807568233520402e-08,1.130442543546751,3.081503459511569e-07
WDFY1,0.017244614388625127,0.3025128937785553,0.0398162495417631
SLIT2,4.0639228882143235e-09,-3.1053662456976188,1.0745418993104475e-07
MRPL11,5.9864169753295196e-05,2.0648315086242675,0.0002793493356767145
TCF7,6.805335957040336e-06,2.3468334714285715,4.320823493731621e-05
IMPDH1,2.2750076654946653e-07,1.3880992590052337,2.6506706959734064e-06
MPPED2,2.369647752192486e-05,-2.7950359916169196,0.00012603276368889502
BZW2,3.007690743450222e-09,1.4752369077708014,8.388507165133585e-08
DEADC1,1.821448477541772e-05,0.7613830855181183,0.00010089141829160217
TTC26,4.612996189225136e-08,1.3244385338849582,7.320079217580144e-07
HTRA1,0.002284516895923271,-1.0955498985256735,0.00673651976484135
ZNF75,0.00028412697869096784,0.7819856625069681,0.0010841198650293137
IKZF1,0.00042933125995638864,-1.4000449616973096,0.0015486641741256138
CEPT1.1,0.0008496154366703225,0.3490497323918724,0.0028270389751154095
SEC24C,0.0011912661005093628,-0.2178294993276868,0.003809029572455997
SLC7A14,1.5248123272581584e-05,,8.649050541522625e-05
ACSBG1,3.868943120810958e-06,,2.6855016956217236e-05
PHPT1,0.0030843194040031286,-0.38662389986191315,0.008802591233552735
PTPRZ1,9.046517482772278e-06,-4.253163383137313,5.513405050489566e-05
SS18L1,3.099248122859069e-06,1.3074080979942817,2.2365530238104865e-05
CCNU,6.581750165778716e-07,5.9089259643840375,6.231734770705721e-06
CENTD2,0.014525557411283531,-0.25599671564340554,0.03433876445139747
TNFRSF11B,2.3957478068497216e-06,2.3344272973277667,1.81886616520035e-05
CUEDC1,8.427286267618999e-06,-1.1569956078346966,5.1916389492046616e-05
TMPRSS4,0.005384829309305589,0.6498143276049966,0.014369908985641186
Septin 2,0.006061771504589842,0.291731653598716,0.015919774956531435
ZNF142,9.097537763848871e-08,0.803416785812141,1.2613736109576458e-06
C3orf15,0.0013636041658716745,-1.631661332274338,0.004287766805910309
LARP6.1,7.213456384668768e-05,-1.2461159806408668,0.0003282529567948553
C2orf40,1.563843127033529e-05,-9.146916752163476,8.845562450308976e-05
C20orf111,0.00012619395543706443,0.6814203955139826,0.00053435516461459
LOC606495,5.568523005243605e-08,2.8023202352421617,8.491126377578342e-07
ABCE1,1.0630695198106039e-05,1.6801175675860254,6.329343592989382e-05
DDX31.1,0.00063162663704724,0.6223957821986437,0.0021815359358953717
CORO2B,3.2056254979244356e-05,-4.631200558589852,0.00016310457808705432
ADCY3,4.013064001185935e-05,0.7989908780559709,0.00019801114724712806
HSPA12B,0.0012564817137014027,-1.304742387702106,0.003993951903818874
YEATS2,5.777071474180725e-10,0.8840865921789955,2.2964510568785645e-08
TIGD7,0.00012930746802937936,-1.0330208759891715,0.0005459758033429296
CD247,0.00029054702914455363,-1.0321190789458763,0.0011048157858318097
AP3M2,3.92065933562629e-07,0.8585065179102447,4.100702814782349e-06
SCN2B,4.620851164191794e-08,-2.752894465249093,7.327302517972176e-07
FLJ21986,1.7534364412074364e-07,-3.7892861396386595,2.1337484372872063e-06
SUHW2,0.003897912576356841,0.7858911316805415,0.010830572719676874
GEM,3.2369813428033895e-05,-1.8782433981083155,0.00016454902408054626
TRAF5,0.017494304533743153,,0.04030466837434397
CAPN13,0.009181016407100496,-1.330076859964862,0.02302089650694698
RNF8.1,0.00020613103113149985,0.6289393401595529,0.000818913107919268
LOC130074,0.0009434796350627719,-0.4430841739660085,0.003102601871365629
