Gene,p_value,Log2FC,adjusted_p_value
SCGN,5.192925826778576e-09,-3.6765998136976368,1.300224227327945e-07
C7,2.494595394575086e-07,-6.769522111562826,2.8437874734457197e-06
ITGA6,0.006337820553342028,1.3736204205474398,0.01656825490871312
PHLDA1,8.196220858069554e-06,2.028285183880982,5.074870784751125e-05
LPGAT1,1.9540236592837245e-06,1.043706611986714,1.5409904321916156e-05
UGP2.1,7.921513592738081e-08,-1.509597594080498,1.1286503374521617e-06
NSUN5C.1,1.8006319257111904e-05,1.152045974495648,9.991300310149336e-05
ORC5L.1,2.8305354318392103e-06,1.465221703617961,2.0771616943407556e-05
TBC1D4,7.658077573337555e-08,1.4776813171236443,1.0988796435117743e-06
ANGPT1,1.2127476238353917e-05,-2.3272216419734555,7.057605794114462e-05
CGI-96.1,0.000122698825248533,1.0366613034322754,0.0005215464148904879
KLK10,0.0011309882183004863,1.7051202286243319,0.00363937375033043
RTKN.1,1.5423410830180257e-05,3.2784491672664537,8.735076483449548e-05
ZNF219,1.920199983051233e-08,-1.605881883038501,3.616052109563271e-07
ZBED2,0.007516585928451758,3.2559440055332938,0.019270535333037537
CCND1,8.559337085832734e-07,1.0376504179122374,7.777950805542303e-06
ZNF195,5.118712364691389e-11,1.357921633370509,3.2622193181847805e-09
CREB5.1,6.454886315509315e-06,-2.6883848012185725,4.131425217058819e-05
RECK,5.141114516500002e-07,-1.911643344664923,5.132785078039426e-06
HIST1H2BH,0.015510790549452508,1.6607337294930105,0.036380987264649445
PJA2,2.4569180072252865e-13,-1.454551285079905,6.813033634035719e-11
FLJ44048,0.0009212440239973781,-3.1893266446488453,0.0030398449246404635
UTP14A,4.9696175222024e-09,1.7389314972537298,1.2542206497444602e-07
DNAJC18,0.00025956288961568805,-1.0964396176440623,0.001001590388456153
PTDSS1,4.0191472826273694e-07,1.1753262364627766,4.187917487919473e-06
C8orf51,3.16935793961754e-05,1.7653141973609339,0.0001614073382288235
KCNMA1,3.7310459082305446e-06,-4.578261273385138,2.605272975391451e-05
JPH3,3.3916905827129e-07,-2.062861038397047,3.63484366603396e-06
PPAP2B.1,4.8091739040409173e-08,-1.4574869130683465,7.571803682558106e-07
GPC5,1.335155025358826e-06,-1.6722842820189516,1.1292062174060311e-05
CD27,0.0006611238779410622,-1.7540465848694105,0.002271391065238427
C17orf58,0.0015984918085745331,2.700511544539779,0.004934039554948858
CDK4,1.2894751569675067e-11,1.5868572798255531,1.216338782392407e-09
WDR7,4.679314099452153e-09,-1.0378750006015132,1.2042448257801223e-07
LIPG,1.2903803864119436e-06,2.967806240333976,1.098035998932204e-05
ABCB11,0.001113583023645215,-2.737498366907668,0.0035917019186602864
COLEC12.1,3.080775986050883e-06,-3.1895541761642896,2.227638020682946e-05
NOB1,7.043256848948064e-14,2.184749971990228,2.893474258093775e-11
CXCL12,1.2595801135864112e-05,-2.4834843058619116,7.29569849603158e-05
GABRP,0.013935422256472629,6.888377079308171,0.0331446998790999
DPEP2,8.611019260661189e-07,-1.7516935671997365,7.809764974591489e-06
DHDH,0.003626442942059355,1.6546631131528295,0.010166689021438738
IQCE,0.0025691824976755927,1.0462279312828384,0.007481588937836093
BVES.1,5.919914783295779e-07,-3.8248288793311342,5.722326342162682e-06
SPG3A,4.7655289776428154e-12,-1.9178872549751897,5.593571155557049e-10
TAF1A.1,2.1432826355421655e-10,1.394775705664748,1.0269240169949762e-08
ARMC10,1.307325807082485e-06,1.4764574320359447,1.1094807705785931e-05
TMC7,6.15200392749675e-06,1.0308587017686017,3.9618181711717775e-05
SCD,3.335530152426718e-10,2.384393388961742,1.459475362947422e-08
APCDD1L,0.0001407965206503842,-2.226190956977147,0.0005884382091386818
ZBTB20,1.0019863441154823e-07,-1.2730014445345894,1.3671752088074232e-06
ATP6V1H,0.001656026888913332,1.475227008442641,0.005089678651101878
ASAM,3.02396228784469e-05,-5.768653762759327,0.0001550715102489274
PMAIP1,1.0752726015789694e-05,2.0915636710311984,6.386572260623254e-05
FAM63A,1.0195985583284713e-10,-1.6353589732790699,5.668865768911981e-09
TLR3,0.0003174707471523617,-1.7224109719754939,0.001193083356738606
MINA,8.593347680297509e-09,1.090295120129924,1.9120845029059172e-07
WIPF1,9.380104336017786e-14,-1.600186206958007,3.4681372431703093e-11
APPBP1.1,2.7132871023195486e-09,1.0097376840156809,7.7069860535028e-08
PPP2R3B,4.001368930371027e-09,1.2142351062785055,1.0630702796568966e-07
FGD5,8.318857623663129e-06,-1.1328592945937626,5.134929424993884e-05
MRTO4,2.0046906702047906e-08,1.3726793366636523,3.743439211096218e-07
DMPK,1.0692932513327387e-06,-2.607919047866474,9.364864385142312e-06
SC4MOL,0.0002175393933453288,1.059784526569831,0.0008594646308054807
HOXB3,0.001789475475823444,1.269752516607766,0.005446998347374765
WDR85,8.048677308791106e-09,1.02382298253157,1.818247020552158e-07
NCLN,2.834684922023827e-05,1.0474375524347828,0.00014659867756708556
PLEKHQ1,9.16043145395009e-07,-1.2172353093745532,8.214026328796637e-06
EDIL3,1.3801253501743103e-06,-1.9015896076130496,1.154475896239325e-05
CCDC52,5.0611559667633906e-05,1.8934028292893337,0.0002410405409331882
SOD3,0.000683914122483693,-1.3242098387623509,0.002338463454558916
FLYWCH1.1,4.734853784805614e-06,-2.585166362591816,3.180036435064761e-05
TIGD2,2.7911227757539144e-11,1.6290787874362085,2.1649743936127565e-09
PPP1R1B,0.00010191312430054544,2.2922231440294105,0.0004426944878565303
PDLIM7,2.0514046923344798e-05,-1.5990857967520977,0.0001115948055290537
TMEM16E,0.005825567461388088,-2.0151533274849625,0.01536774086459276
CNTNAP2,0.0013331452419330862,2.715880540114754,0.004203310694576973
ALKBH2,3.6968217872629197e-06,1.0583924684492168,2.5846295155575358e-05
RAE1,5.001292421946283e-06,1.0809588063889883,3.333794203379097e-05
MGC26718,0.0001587371059485118,1.9338819606005284,0.0006530830783311917
NFYA,4.555276990183491e-09,1.40215712511214,1.1791629492442306e-07
CLCN5,4.423100669297818e-06,1.2806375260290324,3.0044384838899167e-05
DYNC1I1,0.00014054549440376416,-3.733545622984103,0.0005874997640574909
NFKBIB.1,1.3786141697688916e-08,1.3802300635682654,2.7777635551456034e-07
KIAA0895,0.0009631452087601256,1.1739650661096785,0.003159309967637827
SNTG2,0.00032736924264729965,-2.160565662071594,0.0012260310201296608
RASSF4,5.392701120671672e-07,-1.102008845096342,5.323719370665694e-06
B3GALT4,2.3555570253105895e-07,-1.2311688978972883,2.7230681109687397e-06
C21orf34,3.1110447028949027e-06,-2.401457330389378,2.242216234211193e-05
SNRPB2,2.8836590183030552e-05,1.020073643027704,0.00014876998060938366
PTCD1,1.6928263617477042e-09,1.21427576747638,5.244924582264116e-08
SVIL.2,0.00011084458556313663,-1.7769862919946116,0.00047654579188616725
SLFN12,0.00035781142466621065,-1.1028465692026472,0.0013243029235297731
PPAPDC3,1.697857336172835e-07,-2.9801631219426987,2.0809539859479653e-06
CTAGE5.1,0.0005415194927883484,-1.2522677384154912,0.0018999001151378651
CMIP,0.009783062918649568,3.2286843892541652,0.024308632144637323
SBNO1,1.1270666954867342e-05,1.052896424389429,6.655003346467318e-05
MT2A,9.884033218953244e-10,-2.017136797478223,3.447600517755641e-08
SLC22A18AS,0.0004353160331300998,-1.4864253031830224,0.0015677030647659308
FCRLA,8.317803670810633e-05,-3.5595439034626075,0.00037065559873104224
DNTTIP1,4.133118848735265e-07,1.6717965984827199,4.284537782259024e-06
RNF122,2.9771960451815952e-05,-1.9610399271259098,0.00015299077383902827
MT1A,4.2169256719495495e-10,-2.327603688713019,1.761737836281145e-08
OTX1,0.00013494546564055566,3.4469758694757595,0.0005669754185170619
CAP2,3.7847841498689035e-06,-3.444667840317128,2.6369865446197157e-05
NAT8B,0.0024019962295827603,-2.3221371791252556,0.007049329852766762
CELSR3,9.783917308203795e-06,2.8019253026018465,5.888399933944466e-05
ZNF57,6.16305196147433e-05,1.0185769686192403,0.00028608735031041335
CACYBP,0.00039157172390177317,-1.0468678375719422,0.0014329638936055652
NNAT,7.638335356018492e-07,-6.434542436755515,7.0751077886394244e-06
BLVRA,2.4985556436460273e-07,-1.7057033577327676,2.8453777412034636e-06
MYLK.1,6.309496509227064e-08,-4.708626276843294,9.37507505429961e-07
PLAUR.1,0.0006969225083170485,1.032795717000786,0.0023756190726037804
NLGN4Y,0.009949962973815141,-1.7335940388065252,0.024665323344632374
TRO,5.6299642317535e-05,-2.6829754261295924,0.00026438426443103224
FCRL3,0.0006810252654806635,-1.2502392369315078,0.0023296629898879014
RHBDF2,1.7874506703473254e-10,1.5069767154580784,9.032811897087813e-09
ST6GALNAC6,3.8020168176723084e-07,-2.792170469587818,3.997812368001285e-06
ZSCAN29,0.0006754557217855864,1.015256732251606,0.002314894134418577
KIR2DS5,0.0011607858701565138,-1.0720495516161406,0.003724453824638719
RPS15,1.6837481953081752e-07,3.101130004209196,2.065944135216624e-06
PSMA1,5.488538086798592e-07,1.1548630102126873,5.397028744118765e-06
STC2,0.0003081911286842639,2.4404188588981217,0.001162937914395596
CBX6,3.16008107377475e-08,-2.2008974489557467,5.39255681081685e-07
ZNF14,7.017395931017034e-10,-1.217765369434403,2.616368257708939e-08
RFX2,3.4794216980481553e-06,-2.373182093017302,2.4566356126511864e-05
NSDHL,3.03001502008041e-09,1.4753372647096334,8.423289875371405e-08
LCN2,0.000260538668708685,1.915124224840815,0.001004656670716751
KIAA1024,6.576987739458781e-05,1.3888570660825712,0.00030251688992774956
CNTNAP1,1.4666813056167223e-07,-2.3991591468064577,1.8518416666933047e-06
GSN,4.410014563214034e-08,-1.3409571310267978,7.048397915730557e-07
GRK4,0.0016049947365948366,-1.7441656157414558,0.004952733792825129
RNF183,2.1368417398170204e-06,1.4853175900566162,1.6511214613758546e-05
NKD1,0.0017932016157211498,3.2061823909974807,0.005456842886578599
VASH2,3.500945055693501e-05,1.7259098894103833,0.0001759913100283359
DCUN1D2,1.1413464367176135e-05,1.356881467369906,6.72500115594782e-05
TTYH3,4.3824209228859233e-10,1.6119665420703537,1.817189266416847e-08
WDR17.1,6.42233208566854e-05,-2.1363097029628095,0.00029657163819415256
ISLR2,1.9321014819643068e-05,-1.5430932387233431,0.000106014690269345
DENND3,1.1980415870426573e-07,-1.340598803997037,1.576355549641418e-06
LARP1,2.765761490290631e-13,1.0180264252848445,7.392247337422574e-11
ITGB3BP,2.4568328837542035e-11,2.123842443300763,2.002111866331023e-09
TIGD5,8.694260278734499e-06,1.1497536712303038,5.330310088437087e-05
ASPA,4.687984265384033e-09,-2.652286337268575,1.2050781337575826e-07
PSAT1,6.920018763193314e-08,3.0917145378173014,1.0132917243741287e-06
AXIN1,4.406135667569428e-05,4.525420430023508,0.00021402608637915524
CROT,1.6202388731687016e-05,-1.0079219620215571,9.10419938256699e-05
LOC130576,1.5840194355913556e-05,2.831989652866384,8.943722870745389e-05
RNF165,0.00037317883756790316,-1.6769987074344037,0.0013740413830052056
LUZP2,0.004331079795346925,-1.5630993021361235,0.011869138255710461
CENPH,2.499807240762842e-10,2.641631750116783,1.160161586382487e-08
KIAA0513,1.0744816133417229e-18,-2.0616770917772183,1.191815005518639e-14
ZNF342,0.0007269865672847872,1.166530302413535,0.0024648433453531592
ACBD5,0.003543897555516815,1.0760834915088422,0.009961711020221115
GNG8,2.125613952450215e-05,-1.890294285703519,0.00011501126810037944
EYA4.1,0.003799865050901498,-2.741496665265523,0.0105905146302
CYP1B1,0.0185981528759876,-2.50263213591014,0.04250787383071388
SNRPN.3,4.965655806487624e-06,-1.4378539281497824,3.3130258168758333e-05
ADK,1.196598296189286e-06,1.2112024439298343,1.0292879644305205e-05
NOXO1,0.00017744138259087068,1.3781157352010558,0.0007181827461039729
RPN2,3.4182421285218127e-09,1.3911379876480918,9.304329248972749e-08
NME1-NME2,3.0565417102129306e-07,1.489143190820906,3.3451564528546446e-06
RABEP2.1,7.820901196478043e-05,1.0755431877212267,0.0003514257082087683
FLJ33790,0.002057421371597682,2.655069891224384,0.00614622080629181
ILK,1.4055528525660453e-07,-1.9964935317709873,1.791999108122135e-06
DOT1L,1.6486458463695194e-05,1.0785700551476936,9.240201004225782e-05
PGM3,8.139375448663302e-09,1.348675204961265,1.834999034076694e-07
FES,4.2494235404047204e-05,-1.0971612341276842,0.00020782454105012856
EMCN,0.002585342599172385,-1.311070901115083,0.007524217242707008
ASPH,0.00012988218522510503,1.6050731524651276,0.0005480894801281587
CLEC2D.2,0.004166785677706019,-9.035128978128771,0.011485583185167783
IGSF9,0.0017840527180086128,-1.2942632599983037,0.0054342201697518975
LOC400258,0.004596160474101265,-3.0674997708575593,0.01252364995389542
SH3TC2,7.655213114640276e-05,1.3377972844743677,0.00034523937331811324
JPH1,1.3880978825576303e-09,3.3126297072522304,4.535134525281071e-08
WNT2,0.009139311340965186,1.199503224691676,0.0229273417152518
SAE2,9.005553898317831e-07,1.6580269118663011,8.094781510546304e-06
PRIM2A,4.541482074160834e-06,1.2439852823261655,3.0706564563603766e-05
C9orf48,2.318584633145315e-10,2.5417677742652884,1.0953183200986968e-08
PCNA.1,1.772489069458973e-10,2.0694146893407996,8.99791705191713e-09
PLEKHO1,6.4507868133342425e-09,-3.019336647736724,1.535453376255438e-07
HES6,2.689382460867315e-07,2.499941165139534,3.01776735012041e-06
NFIX,7.707584214339866e-06,-1.050276696145584,4.8205539388473526e-05
ROR2,7.784731107495904e-07,-2.7568965005690034,7.186703074851815e-06
CRIP2,7.294073395779271e-06,-1.7075879746974767,4.574829635622487e-05
OR1Q1,3.296389896199659e-05,1.7722576792156506,0.0001671104076675816
PRIM1,5.78667571580922e-10,1.8179601125467624,2.2964510568785645e-08
ANXA3,1.5868563108718225e-06,1.5516273507667577,1.2951736718315125e-05
C4BPB,0.00023717115754910877,2.066360405765735,0.0009277737540238809
PAQR8,0.0014260162840962034,-1.1864535539701553,0.00445810953303131
MLSTD1,5.713737122849657e-05,1.0532957691828457,0.0002679212520255692
KRT18,4.4698892236256636e-13,1.6272035114739722,1.0615953166847671e-10
GCHFR,1.814170727845834e-08,1.3686290779383192,3.4515920605945095e-07
C5orf28,6.755951732066386e-07,1.0354274545882678,6.374905709236951e-06
MATN2,3.574459074648784e-10,-1.9597270169825105,1.542189689715983e-08
TAF2,1.4380418944993556e-05,1.0083998591910301,8.200905241021519e-05
APEG1,2.3247840040292115e-07,-4.517171158699681,2.698744549732288e-06
LMO3,1.9071266502431113e-05,-6.291036689217197,0.00010490378777335278
MAP6,3.5477855332367674e-06,-3.7759020712003375,2.4945823857155134e-05
NEK3.1,1.166163820710639e-05,1.114860401013651,6.834921584846714e-05
SLC38A5,0.00014417655292285316,2.275758120706115,0.0006000774202702767
SLC7A8,0.009924745524106248,2.186845386717371,0.02461381271176892
IL20RA,3.611073483868593e-10,1.9641419102681201,1.552481669886451e-08
CA4,2.7255970048298706e-05,-3.6795420988966505,0.00014150396432283138
DIAPH3,1.412165655949664e-09,1.660663968862985,4.5867471320040035e-08
RPP25,5.391439306025642e-09,1.681278622771977,1.3378488765645733e-07
PLEKHC1,8.461852126048696e-09,-3.2377586589387306,1.890410146669328e-07
PDLIM3,2.5925341347339444e-06,-3.862472279793706,1.9384151413865125e-05
HLA-DMA,0.003653005506449887,-1.0507391287211458,0.010229522109957624
SLC39A8,0.00011729465275256754,1.6388954042222004,0.000500975082145352
RCBTB1,2.280672068961485e-07,1.4064052298362721,2.6544821184596842e-06
RNASE1,5.373598420552342e-06,-1.5388725940107193,3.534656074162484e-05
FOXP2,4.1552874551959623e-07,-3.0012364070133017,4.305506628027427e-06
CCDC99,4.635303446756504e-13,1.8898858290746237,1.0824165438194345e-10
ASF1B,2.64272437801893e-11,3.1807590025109835,2.0852064536591995e-09
SEMA3C,1.1621856568984739e-05,-1.123068293749208,6.824226207685481e-05
KCNQ1.2,2.541166474373479e-07,1.9250672308579553,2.885017250128007e-06
PVRL1.1,6.126209983006863e-09,2.052395276432276,1.4852878935849645e-07
ADRB2,3.0655825425115875e-07,-1.5423761415334019,3.346795429285288e-06
LOC63928,5.312991648156966e-06,-3.7332905686356934,3.50054668021129e-05
KIF20A,1.431811854065852e-15,3.11731976042518,2.4433318592766812e-12
SALL4,0.0005494755824477952,4.0317146160105155,0.0019223413217192694
H3F3B,1.255917907467785e-09,-1.3229761667371651,4.170850727434932e-08
RBM41,4.8391223826169885e-08,1.7144783159024701,7.602768479884934e-07
DISP1,4.6308475886172213e-07,-1.7977534159429753,4.722793977133475e-06
C3orf35.2,5.73919147266741e-06,1.7813170367597144,3.739154878991302e-05
SMN1.1,0.002722690735875216,1.0003143931918963,0.007881024436933167
PARVG,0.0002488515378945485,-1.0747087183558426,0.0009658016999042448
C6orf49,7.317525914367857e-11,1.0081873084313617,4.3755254685805e-09
KLK11,0.0002944937685807836,5.499218223853349,0.0011177159558932598
SORCS2,2.627902461980367e-06,-1.88411307531503,1.9591168521341822e-05
MEIS2.1,5.637640642923752e-07,-3.61725330274374,5.511918026558859e-06
SCN4B,1.1731329022048721e-08,-3.0171787461383395,2.439060946814703e-07
CCDC89,3.0790828885580814e-08,-3.3028449638978223,5.286871114533473e-07
OAZ2,0.0017626381716907087,-1.6870995386171481,0.005374352645375196
COLQ.1,5.172082699919157e-06,-1.2803254263438113,3.429093921548314e-05
C14orf58,2.1711323245966194e-05,-1.391987791503027,0.0001169890684693986
SMYD1,2.5309155257716376e-05,-8.545101406631257,0.0001331100759215695
GTPBP10,0.0002564427887354209,1.4099966172736909,0.0009911022343739681
SRI.1,0.003969218042022173,-1.4113703673613145,0.011012147704379676
FLJ39378,0.0017470510397727726,-1.0572593562039714,0.005333229705011585
SELI,7.772402719973168e-13,1.1294118305454486,1.5258670968131395e-10
ITGA7,5.3152034514818936e-05,-1.2248748815908765,0.00025129391387439736
IGJ,0.00013250587206089823,-2.7742542083770108,0.0005577818341174509
XRCC3,3.988600164059693e-07,2.4797711589659084,4.161952306655702e-06
LY6G6D,0.0006071285537894015,4.2853523488745395,0.0021024882668223667
GUF1,0.0005469520300570545,1.0159702018583587,0.0019159298649590551
IL6R,1.2112655537482557e-09,-1.1740475460215203,4.04070902922576e-08
STOM,7.407889765078155e-06,-1.8482990006361772,4.642277586115643e-05
IDH1,4.1867494350103276e-05,1.17465871453736,0.00020525712589230743
LAMA1,0.0015651850977278648,-2.32299870149674,0.004844472078928577
DDIT4L,3.1211251624344988e-06,-2.8120068548642987,2.247887122042633e-05
PKD1,9.79986286936488e-07,-1.4046174324706655,8.689055071702259e-06
KIAA0133,3.699018408158209e-11,1.94191612374747,2.6050483925898958e-09
C20orf42,1.0314429052605133e-08,3.215903922052741,2.210775788434708e-07
RB1,3.243633811228013e-05,1.0962742368275942,0.00016481166392185578
VARS,3.78083243374392e-09,1.3919642070625962,1.0216076334978699e-07
CA8,0.014972927060910825,2.6788066441812957,0.03528355788392243
LHFP,1.999949682736011e-05,-1.7419176128492833,0.00010922423378093467
TLN1,7.167192000790544e-06,-1.9407817417414357,4.509273605942638e-05
LRRN2.2,2.7607489158847667e-09,-3.5351229642580106,7.801841267514352e-08
CES2,0.000897474152439095,-1.0654960514607659,0.0029693611629692594
C6orf60,0.0013877192485532582,-1.6778300535072637,0.0043537213703727165
TLE4,1.4105963355838295e-07,-1.2242923070450864,1.797396272750814e-06
TADA2L.1,2.4166696082029624e-05,1.0000349833614584,0.0001280068218212845
POLA2,1.6809553446060021e-07,1.3326939986512123,2.0636587362888514e-06
SLA/LP,0.0001903504443837723,8.964599104257513,0.0007629149517993867
C11orf47,5.091758579442836e-07,1.3804683587862865,5.08579794355515e-06
PARS2,5.303719473696208e-08,1.0165822516413572,8.190421147562715e-07
FLJ46230,0.0002290180642093482,-1.3688024758183484,0.0008993671886309329
PDZD8,1.479115028382724e-08,1.630874107427423,2.9375727654111326e-07
KL,2.3126215582779457e-05,-2.1674745148061683,0.00012359237930339184
NDRG4,6.677421747988373e-06,-1.2559133397640636,4.2481194166152586e-05
PNCK,9.474035156363981e-08,-4.533224524248592,1.3078531170428036e-06
UBE1DC1.1,0.00828252279141744,2.1966497380095196,0.02101561084350961
FARSLB,3.403440901178593e-08,-1.0880849751760593,5.702562911763286e-07
NCF1,0.0009012296135374468,-1.3399941668628434,0.0029791205106116407
DYNLRB2,0.0018672463324608812,-1.1125770531044568,0.005652700960604829
SRPK3,0.021094975256634955,-1.4761900145546045,0.04741827247879115
CYP46A1,7.050743143124521e-08,-5.538622616925873,1.0270104129157872e-06
TXNIP,3.4253019945724044e-10,-1.3924316361398184,1.4899392048547886e-08
REEP6,1.3861795852751046e-05,2.88776633690944,7.937792441854136e-05
ARNT,1.0697300077685018e-06,-1.485235749109937,9.364992301632377e-06
SLC25A29,9.922277215899363e-06,1.0437702787691796,5.958738434150283e-05
LPHN2,1.8754732916974875e-07,-1.336950243242356,2.264375835774362e-06
CXorf9,0.00025951517159486395,-1.1279796986148982,0.0010015804743668166
FBXL16,0.0018063717678473172,2.0190449558253034,0.005493153022333774
NHP2L1,5.062783638507363e-11,1.3574675352263936,3.2622193181847805e-09
COL4A3BP.1,1.23600194368424e-05,-1.0285176352094618,7.185394947246116e-05
GLOXD1,2.711592193288481e-06,3.4430623561139453,2.0077456303338262e-05
EXOSC2,1.028362900237817e-11,1.2166202934834907,1.0230135685594498e-09
C19orf4,1.0903026972043119e-06,-2.2687848460474953,9.522549226291518e-06
FLJ42117,2.4724984140906696e-05,1.4045389340941603,0.00013071950623972216
TSTA3,6.940661195671396e-08,1.2305846876816364,1.0156439839365057e-06
SYNJ2BP,1.061258666704389e-08,-1.4992945564282518,2.263746371362516e-07
LOC388284,9.833253000622645e-08,-1.762476247966954,1.3482131308146647e-06
CXorf38,3.310828777344969e-07,1.0660939989174825,3.5639435880640006e-06
DGKB,0.013860849500860615,-1.6615737340441992,0.033012968910146566
GYLTL1B,1.961102291398162e-06,2.9811364093554946,1.5460232136594463e-05
PHF14.1,7.3855447713266995e-06,1.4672999804277653,4.629582515035646e-05
FAM54A,2.8110827896620308e-11,2.928947723463728,2.165314604370225e-09
DLC1,5.797495951253371e-07,-1.6772470760831677,5.6353974189753026e-06
TCEA1,0.0007432071413131599,1.1804556560415485,0.002512925959898055
CFH.1,0.004689297867427174,-2.976005676506869,0.012745330052806227
TAGLN3,6.57434118581736e-06,-9.519410368735494,4.193363567169992e-05
WDR90.1,4.920724980816202e-10,1.8746322576504024,2.0140472873510448e-08
AASDHPPT,6.191684642602901e-07,1.2504520969447057,5.922495230135302e-06
MYO5A,7.534291035705805e-07,-1.36245138031736,6.993335244188183e-06
FANCB,1.8625293101055084e-08,2.0614749953116362,3.5164553374792003e-07
TMEM100,7.667199017809067e-11,-3.778815298657382,4.52364742050735e-09
PDE6B,0.00013657945854950195,-1.187813691880077,0.0005729725242931451
PDDC1,9.305428011834968e-09,1.078904250766346,2.0273174788690292e-07
LOC387921,2.6224021272617396e-08,2.1965169549726857,4.6170927612043204e-07
CD84,0.004678056741606543,-1.4357321203911653,0.012722570890744092
GNB5,0.002202965647445617,-1.0833088330552423,0.006524778360872305
MYST4,0.00012367041318819523,-1.1443008764452465,0.0005246709592975565
RHOV,0.008521259702336964,2.0019178049468374,0.021549888877866304
HIST1H4C,1.9072549102460416e-11,1.0720706700857807,1.6527555831600853e-09
HNF4A,6.07287831515486e-05,3.032242859824315,0.00028272976399453393
AACS,6.372437094215483e-08,1.0630051649020924,9.436992289591206e-07
COG5,5.533125182123814e-05,1.345969415712502,0.0002603865211004974
MATN2.1,2.0040536075953883e-06,-1.6483856064831794,1.572062419762945e-05
FRMD3,2.0871851144443443e-06,-1.9399716486102356,1.62122249925887e-05
PALLD,5.0717968360464626e-08,-2.590960300331183,7.890094040031888e-07
SLC8A2,3.0757838337250796e-06,-4.922911859811572,2.225909648366662e-05
CMTM7,1.0136335406700495e-06,1.411751976589068,8.940626314328165e-06
THOC4,5.836846387998967e-06,1.4585570108906731,3.792753376431432e-05
DES,1.6436362136331517e-07,-6.640988704782406,2.0234445424292233e-06
SLC19A1,3.1497946982961694e-11,1.6659455328754778,2.3061071150825817e-09
MAPKAPK5,1.1681002352294639e-08,1.0359131008238283,2.4308757615694587e-07
MAEL,6.439940929890565e-05,-2.476143456304666,0.00029719918782752713
KIAA1727,2.9857826577449562e-05,1.2478174168674236,0.00015332546870234747
C1orf96,0.00021996437194190082,1.62259389206955,0.0008676546278732445
TNFRSF10B,9.768378748193851e-06,1.2082015498662653,5.882239797772323e-05
ZGPAT,0.0013676569711462655,1.2506707901053842,0.0042992918021693
SLC22A5,0.000852760620220267,-1.1132225666267033,0.002836653411151058
ZBTB47,8.324975275891425e-07,-2.0156785831725195,7.5906802926582565e-06
NEK1,1.6767304405705904e-05,-1.0437258590659972,9.374140144560982e-05
LIN9,5.3873841839701437e-11,1.313817605669188,3.3571272678986986e-09
ST3GAL3,2.1896264354109584e-06,-2.493385647786692,1.684281305241217e-05
RPE.1,8.180396426577994e-10,1.3269633315004121,2.9556012105408182e-08
SLC8A1,0.00016083925114573764,-1.7440597458078053,0.0006603845914153329
SRI.2,0.0006247398798510631,-1.0291327803209942,0.002159767725512854
PDZRN3,3.396210973038665e-05,-2.202464897370638,0.00017146459769205676
TPD52L2,1.1254564272836441e-05,1.0260900093146805,6.647264478929808e-05
NRP1,0.0009199072965526834,-1.0836950339497697,0.0030358856689563715
FAM81A,0.0003919628372300276,1.4999481271914767,0.0014340585783480125
BTD,1.0752215704231045e-12,-1.0040741849770782,1.8761954691160608e-10
TRAP1,2.38370713015807e-09,1.7858212615855162,6.948772532907573e-08
NKIRAS2.2,1.1542470975143795e-05,-1.8012247987701189,6.781201697896979e-05
TLL1,5.693382326547796e-07,-4.557796874848877,5.561514466408469e-06
CTGF,0.0001137748513351865,-1.064342730985464,0.00048772585546275884
HCST,0.00014662528025133166,-1.575023944781858,0.0006087783790547318
FAM70A,4.494114831506735e-05,-1.5485151483321702,0.0002176800074719332
TSPAN18,7.926207166761632e-07,-3.1159517816055917,7.299085918947284e-06
UST,1.956208428983437e-05,-3.2589283854268434,0.00010712546973233415
BRCC3,0.0002637618659531915,1.0370332354402128,0.001015496916748629
FST,0.0024714555920205177,-1.4813999314514668,0.007233083226039995
VPREB3,0.0011500983792933222,-2.071258556389851,0.00369426463821538
LARS2,1.572571303937116e-10,1.7843893007157003,8.189183522662201e-09
ZMYND8.1,1.353346037508103e-06,1.2583469793275706,1.1398112564950554e-05
FBXO30,8.31669725993761e-05,-1.2591843457576264,0.00037065559873104224
WDR86,0.00017677062848234763,-1.4393060739464607,0.0007161211874091308
UGT1A8,0.006077090746907212,-1.861707181866867,0.015958118031414486
TMEM47,7.429368089136244e-08,-2.519468197194742,1.076506216129317e-06
OCIAD2,1.131669355866701e-12,1.1432088717724493,1.9040766301786875e-10
SDCBP2,0.00047527656414262216,-2.5694981443398826,0.0016934685671281611
TROAP,5.510355498945946e-15,2.9817526612109777,5.093405266192369e-12
ZNF488,0.004279493764753626,1.5241288776467705,0.011748086830502963
ZWILCH,2.484373748221798e-07,1.8696394568874313,2.83359111725205e-06
ITPKB,3.6732224282284297e-07,-2.273086449577372,3.884021274919899e-06
SIM2.1,4.97470159848315e-07,2.233762886647198,4.998133163983252e-06
EPHA2,0.0005918368363037665,1.0684341988193857,0.0020559518284626924
FBLN1.2,8.127729357199458e-06,-2.655741694025698,5.04774770605019e-05
RNF43,2.3445591371301216e-10,3.6700500824157505,1.1019427944511571e-08
CDK10.1,0.01751963065346605,1.8833592854021266,0.04035463466062619
CHAD,0.0008795353692405177,-2.687752177917252,0.0029165340255951637
CD99L2,8.539048013700462e-07,-1.290964284815404,7.76353447278406e-06
VAT1,1.4832240286892158e-05,-1.0850562685914138,8.432558137478617e-05
