Gene,p_value
CREB5.1,6.454886315509315e-06
C9orf80,0.00022074233934371367
RECK,5.141114516500002e-07
MGC99813,0.030063031508092496
CTCF,0.0003225715807696559
HIST1H2BH,0.015510790549452508
CDCP1,0.005757155835775573
PJA2,2.4569180072252865e-13
FLJ44048,0.0009212440239973781
IL13RA2,0.00017292478272601662
UTP14A,4.9696175222024e-09
HTF9C.1,0.04825031995914019
DNAJC18,0.00025956288961568805
PTDSS1,4.0191472826273694e-07
DKFZp686K16132,7.230266809058439e-06
C8orf51,3.16935793961754e-05
S100A4.1,0.04073645333622559
KCNMA1,3.7310459082305446e-06
JPH3,3.3916905827129e-07
WDFY2,0.005946604667216438
ZBTB9,7.472668431411531e-08
PPP1R9B,0.0003654269999234082
PPAP2B.1,4.8091739040409173e-08
DIRAS3,0.001636569651618042
GPC5,1.335155025358826e-06
CD27,0.0006611238779410622
NOL11,2.4132268960045276e-13
C17orf58,0.0015984918085745331
CDK4,1.2894751569675067e-11
DTX1,0.00015738244676227834
WDR7,4.679314099452153e-09
LIPG,1.2903803864119436e-06
ABCB11,0.001113583023645215
CTSC,0.00036770782589568826
COLEC12.1,3.080775986050883e-06
NAT5,1.8514979011738e-06
NOB1,7.043256848948064e-14
CXCL12,1.2595801135864112e-05
CCNK,0.00039549905521169134
OPRM1,0.004996696814866763
GABRP,0.013935422256472629
DPEP2,8.611019260661189e-07
ACTR8,1.6810419237462972e-05
PPID,0.0028141158763857845
ZBTB3,0.019047058641578848
DHDH,0.003626442942059355
IQCE,0.0025691824976755927
BVES.1,5.919914783295779e-07
SPG3A,4.7655289776428154e-12
TAF1A.1,2.1432826355421655e-10
NIPA1,0.009399962516382745
ARMC10,1.307325807082485e-06
TMC7,6.15200392749675e-06
SCD,3.335530152426718e-10
SF3B5,0.0023837761218997206
APCDD1L,0.0001407965206503842
CRSP3.1,8.21790683322429e-06
POLR2H,3.2043215553199054e-08
EIF3S4,0.024823513845603766
ZBTB20,1.0019863441154823e-07
ATP6V1H,0.001656026888913332
ZNF148,9.714574129407136e-06
ASAM,3.02396228784469e-05
PECAM1,0.006842848099908389
PMAIP1,1.0752726015789694e-05
ZNF136.1,1.6763905370644751e-06
FAM63A,1.0195985583284713e-10
FLJ39779,0.04813560342614472
TLR3,0.0003174707471523617
C3orf17.1,0.0025543629162295776
MINA,8.593347680297509e-09
SSRP1,2.152285142949421e-07
WIPF1,9.380104336017786e-14
HLA-DRA,0.011782681590021462
APPBP1.1,2.7132871023195486e-09
ARID5A,0.012564382087264419
TMEM5,5.2202637998708e-07
PPP2R3B,4.001368930371027e-09
LOC729416,0.0344209290600567
FGD5,8.318857623663129e-06
NOL8,1.0851576836962904e-08
MRFAP1L1,0.009236227874924284
MRTO4,2.0046906702047906e-08
LOC729238,0.0009392900858295576
DMPK,1.0692932513327387e-06
SC4MOL,0.0002175393933453288
HOXB3,0.001789475475823444
ANKRD13A,3.5801825198509345e-10
WDR85,8.048677308791106e-09
CD81,0.00042380241948315566
NCLN,2.834684922023827e-05
PLEKHQ1,9.16043145395009e-07
EDIL3,1.3801253501743103e-06
TDRD7,0.02999908880724175
CCDC52,5.0611559667633906e-05
SOD3,0.000683914122483693
FLYWCH1.1,4.734853784805614e-06
TM7SF2,0.0027491760139116595
G3BP1,4.9982992184000695e-15
TIGD2,2.7911227757539144e-11
PPP1R1B,0.00010191312430054544
PTPLAD2,6.142781932338254e-07
CRKL,9.96793348526966e-08
PDLIM7,2.0514046923344798e-05
MGC50811,0.03048473498209048
TMEM16E,0.005825567461388088
DLL4,3.0949360795831846e-06
WDR57,6.374783739108556e-09
C1orf186,6.080101456124654e-07
BFSP2,0.00771224126951276
CNTNAP2,0.0013331452419330862
C6orf55,0.015226395282322119
ALKBH2,3.6968217872629197e-06
RAE1,5.001292421946283e-06
ZNF354C,0.03113270392097965
CRADD,3.080701259983666e-06
CC2D1B,1.989624849625146e-05
MGC26718,0.0001587371059485118
TPRKB,3.0374596002861312e-06
NFYA,4.555276990183491e-09
CLCN5,4.423100669297818e-06
LTA4H,0.009952684774882016
C10orf22,0.04686505419271338
MRPL11.1,3.486830102930025e-05
COMMD3,0.031193782159497165
DYNC1I1,0.00014054549440376416
MAP3K3,5.2156261447026314e-05
C3orf54,0.0019522890696272428
SAMD4A,0.011468869873418677
NFKBIB.1,1.3786141697688916e-08
KIAA0895,0.0009631452087601256
PCM1,0.02486108120905697
RPL6,0.0011631370453505745
SNTG2,0.00032736924264729965
DHX34,0.001166701506561476
SYBL1,0.03943286087990756
PPP3CC,2.2283818092714706e-05
GZMM,0.014615451277167032
RASSF4,5.392701120671672e-07
BAT1.1,0.000314092546470662
MLC1.1,0.021126461797716593
SLC7A6OS,0.00017387603374325258
RALY,0.0004183746865378641
MYO9A,3.156643597160959e-10
ALS2CL,0.012872741162339258
SATB1,0.0026616371249340268
CDK2AP2,0.04840802191424484
B3GALT4,2.3555570253105895e-07
SEC23IP,0.005262444743303985
C21orf34,3.1110447028949027e-06
SNRPB2,2.8836590183030552e-05
SPTBN1.1,0.0010725078759039127
PTCD1,1.6928263617477042e-09
SVIL.2,0.00011084458556313663
SLFN12,0.00035781142466621065
HSPC152,0.00011598950998598308
PTPLB,0.04163512267446371
PPAPDC3,1.697857336172835e-07
LOC387820,9.03476502096354e-05
CTAGE5.1,0.0005415194927883484
RANBP5,0.003080910725339008
CMIP,0.009783062918649568
CCR6,0.027872487285807213
LOC388272,0.0001719089046263719
MAST2,0.0008307900352851617
SBNO1,1.1270666954867342e-05
MT2A,9.884033218953244e-10
DHX9.1,6.269808688526748e-06
CRSP3.2,0.0015153058293365554
SLC22A18AS,0.0004353160331300998
FCRLA,8.317803670810633e-05
TEX11,0.0010656571101069013
MPV17,0.028598220253017732
HSP90AA1.1,1.826978152310839e-07
CDV3.1,0.010067602412894963
DNTTIP1,4.133118848735265e-07
RNF122,2.9771960451815952e-05
VTN,0.030153159843335477
RAB18,0.007758955759315122
MT1A,4.2169256719495495e-10
OTX1,0.00013494546564055566
CAP2,3.7847841498689035e-06
FBLIM1.1,1.489614121513167e-07
NAT8B,0.0024019962295827603
TUSC4,0.0011970238730800468
CELSR3,9.783917308203795e-06
PIGS,7.2682957574282295e-06
CTBP2,9.603405535684255e-06
ZNF57,6.16305196147433e-05
CLEC1A,0.005947923747949667
CACYBP,0.00039157172390177317
NR1H2,3.592925297543702e-05
UBL5,0.005527578888435229
DNPEP,0.00045558523233102215
ZBTB11,0.007398624092744527
BAMBI,0.022430864920722222
NNAT,7.638335356018492e-07
LDOC1L,0.002352054418681246
GSTCD,1.9042594323997122e-06
PRDM4,0.00014270322346362284
BLVRA,2.4985556436460273e-07
UHRF2,0.0001374133655252859
MYLK.1,6.309496509227064e-08
CLU.1,0.00018911625006953205
TRAF2,9.941768402009419e-06
TJP1,2.3391611848510398e-05
C15orf5,0.00022244558817749617
PLAUR.1,0.0006969225083170485
MAPKAP1,5.350902080486024e-06
CUL4B,0.0006558249269240363
LAT.1,0.011560781866441381
ELF2,3.8715920078519176e-05
GNPDA2,0.0021782827910345266
METTL5,5.043275709175189e-07
TST,0.007857312324653263
SNX2,1.186767515762928e-06
NLGN4Y,0.009949962973815141
CRELD1.1,0.0013108555579741312
CITED1,0.01820662967353762
TRO,5.6299642317535e-05
C6orf154,0.006349878684555677
PDE9A.1,0.016318301640789
FCRL3,0.0006810252654806635
RHBDF2,1.7874506703473254e-10
ST6GALNAC6,3.8020168176723084e-07
ZSCAN29,0.0006754557217855864
SMNDC1,8.34615600848505e-05
ZNF26,9.727897250291095e-08
KIR2DS5,0.0011607858701565138
RPS15,1.6837481953081752e-07
PSMA1,5.488538086798592e-07
RNPS1,8.211234536975672e-09
LIX1,0.00016199920445019898
Septin 10,0.012756200490930724
IL4R,1.7548489906538797e-06
STC2,0.0003081911286842639
BTBD1,0.00022885516265444504
CBX6,3.16008107377475e-08
CCNI,0.0007852988362848781
LOC134145,2.5076784406069118e-08
FLJ35934,1.2456812854488345e-05
BPTF.1,0.00014709707440516354
POT1,0.0005755979761194618
MXRA7,0.010219141497533623
WWP1,0.006436298007939284
ZNF226,0.0001408980365930152
ZNF14,7.017395931017034e-10
MYST3,0.004116880337246252
RFX2,3.4794216980481553e-06
NSDHL,3.03001502008041e-09
UBE2Z,0.03768990986915303
TSC22D1,0.0015569670056934303
LCN2,0.000260538668708685
B4GALT3,0.0009341067293713547
MYO1G,0.03877482782022066
ALOX12B,0.04678168312732403
GABARAP,2.6766890184145666e-05
ICEBERG,0.02949433917908982
KCTD1,0.019449616551339678
KIAA1024,6.576987739458781e-05
CNTNAP1,1.4666813056167223e-07
PQBP1,0.0033432288371083784
PRMT1.1,0.00015429734723158053
GSN,4.410014563214034e-08
ZNRD1,1.0414897874224857e-07
TMEM106C,0.0015050663205282567
GRK4,0.0016049947365948366
C10orf92,0.03083275071087003
RNF183,2.1368417398170204e-06
ZNF263,1.5883293375980388e-07
MYH2,0.03853759725442222
PHB,0.004139523961039054
PRR5.1,0.00013023425271789358
NKD1,0.0017932016157211498
VASH2,3.500945055693501e-05
RECQL.1,0.02371101397018393
DCUN1D2,1.1413464367176135e-05
LOC391356,0.018737286860906404
PTX3,0.0159596404492072
TTYH3,4.3824209228859233e-10
WDR17.1,6.42233208566854e-05
ISLR2,1.9321014819643068e-05
DENND3,1.1980415870426573e-07
DPAGT1,4.863798279079508e-07
LARP1,2.765761490290631e-13
BET1L,0.003661090303690749
PRPF39,0.023090385209659173
ITGB3BP,2.4568328837542035e-11
TIGD5,8.694260278734499e-06
ASPA,4.687984265384033e-09
C16orf28,0.007393284109461234
JMJD4,0.00039431158969463725
OVOL1,0.00023237008133740694
PSAT1,6.920018763193314e-08
LOC148137,0.011749366516064098
CTDSP2,3.560977521925861e-08
AXIN1,4.406135667569428e-05
CEBPB,1.830675965292463e-05
TMED1,0.007904853305670262
ZDHHC3,0.022743429186154504
VEGFA,0.001789442594597781
CROT,1.6202388731687016e-05
MLH3,0.0026909695602508822
LOC130576,1.5840194355913556e-05
RNF165,0.00037317883756790316
VTI1B,8.892342281804178e-09
BUB3,1.1269982762156602e-09
SORBS2.1,0.001671114084848538
LUZP2,0.004331079795346925
PI3,0.024860579050375975
NSMCE2,0.0068227033409635944
ART3,0.024741218525781213
AKAP11,0.005223651032821412
CENPH,2.499807240762842e-10
C1orf212,0.0006536864124212944
KIAA0513,1.0744816133417229e-18
ZNF342,0.0007269865672847872
ACBD5,0.003543897555516815
GNG8,2.125613952450215e-05
POMP,1.1285645947618252e-08
EYA4.1,0.003799865050901498
TMEM19,0.005513188606776841
P4HA1,0.02764771403911703
CYP1B1,0.0185981528759876
RAC3,0.0001081357120517795
SNRPN.3,4.965655806487624e-06
CPEB1,7.006463729486893e-07
ADK,1.196598296189286e-06
TPD52.1,0.008407461814604764
NOXO1,0.00017744138259087068
KLHL28,0.00028548423436593483
RPN2,3.4182421285218127e-09
NME1-NME2,3.0565417102129306e-07
C13orf31,0.0034836664734223806
GAL3ST4,8.146289746325456e-10
RABEP2.1,7.820901196478043e-05
FLJ33790,0.002057421371597682
ILK,1.4055528525660453e-07
EGFL8,0.0359627335899666
STK36,0.00918283056211566
DOT1L,1.6486458463695194e-05
CYP4Z1,0.041325731797396896
ZNF287,0.00013438503663922743
RTN4,0.0479724656925251
PGM3,8.139375448663302e-09
C16orf7,4.8465626786031e-05
FES,4.2494235404047204e-05
EMCN,0.002585342599172385
WDR79,0.012248694965827206
ENPP4,0.04170615535058979
PDAP1,0.0023750862096857638
UXT,8.2964616448725e-08
RPH3AL,0.03299201067773692
TBC1D10A,6.394452981428975e-05
LRRC48.1,0.044172373142440755
CEP135,4.7340819825392494e-07
ASPH,0.00012988218522510503
CLEC2D.2,0.004166785677706019
ALPP,1.698975811015393e-09
HHAT,0.0018190283397740406
TAPT1,0.00043701855630773204
HAT1,0.00027163678715516485
MATE2,0.04133437818477266
CDH24.1,0.011842917194444138
IGSF9,0.0017840527180086128
LOC400258,0.004596160474101265
CATSPER3,0.03273526347718991
SH3TC2,7.655213114640276e-05
JPH1,1.3880978825576303e-09
MLXIP,0.0001096737409708875
SNX1,0.0026849135840900117
ADRB3,0.03020737212152231
WNT2,0.009139311340965186
LGALS4,0.049392848708163406
FAM114A1,0.00048789694410844895
SAE2,9.005553898317831e-07
PRIM2A,4.541482074160834e-06
GPD1L,8.922552777896368e-07
PNKP,0.0008958699663453307
C9orf48,2.318584633145315e-10
CLDN11,0.000343519004204064
PUS3,0.0381027573591949
PCNA.1,1.772489069458973e-10
SR-A1,0.008549655099209973
PLEKHO1,6.4507868133342425e-09
ACYP1.1,1.2925012993355965e-08
MAP2K1,2.3296048996158183e-05
TINP1,0.0032586434789866254
HES6,2.689382460867315e-07
NDUFC2,2.651518548163513e-06
GLB1L,0.017252909555404435
LOC646347,8.95768206790295e-05
GLE1L,2.2812458088015113e-06
NFIX,7.707584214339866e-06
YWHAB,5.264823853240882e-07
EIF3S5,0.031002483190147912
ICA1,3.627773264028583e-05
RASA4,0.010566342343887099
ROR2,7.784731107495904e-07
CALCB,0.020437684784127174
CRIP2,7.294073395779271e-06
OR1Q1,3.296389896199659e-05
GTPBP2,0.001845651694413303
WDR18,8.806439240334886e-08
PRIM1,5.78667571580922e-10
RMND1,0.020940506642771178
PDZK1,0.0006450395372885414
MAP3K6,0.0002455495986332576
ANXA3,1.5868563108718225e-06
CENTA1,3.3879280021173253e-05
ADAM18,0.042639849736085284
C4BPB,0.00023717115754910877
PAQR8,0.0014260162840962034
MLSTD1,5.713737122849657e-05
SMARCC1,5.014081328062535e-08
HIST1H2AK,0.005257340407157136
MAD2L1BP,0.009007116197186884
CLCN7,0.0013319794224038591
CTSL1,8.975313949583247e-06
KRT18,4.4698892236256636e-13
GCHFR,1.814170727845834e-08
MDH2,0.00010416718598652961
C5orf28,6.755951732066386e-07
GPATCH4,0.00011391903844275605
MATN2,3.574459074648784e-10
MGST1.1,0.047632383234810755
APPBP2,0.005457484001279263
CASP6.1,0.010733580134383285
TAF2,1.4380418944993556e-05
UCHL5IP,0.029967280924143337
APEG1,2.3247840040292115e-07
LMO3,1.9071266502431113e-05
TBPL2,0.016275461272335895
PSMA3,3.3110745289397337e-07
MAP6,3.5477855332367674e-06
DDX20,0.0011720800067817798
AKR1CL2,0.01959598502123686
PKIB,0.004699163513091477
PCSK2,8.345996161556652e-08
NEK3.1,1.166163820710639e-05
CD2,0.015674527888370943
GATA6,0.0067609751363296045
SLC38A5,0.00014417655292285316
DIP2A,1.594111580725631e-05
CCDC15,6.215579798260322e-05
SLC7A8,0.009924745524106248
IL20RA,3.611073483868593e-10
BCAT2,0.02671006978593842
TAF1C.1,0.0007746979162497488
CA4,2.7255970048298706e-05
SCRIB,0.002276658353928056
HIST1H4H,0.016646161647701007
DIAPH3,1.412165655949664e-09
SHOX,0.016700603631258224
RPP25,5.391439306025642e-09
MAPRE2,0.004560913690253317
PLEKHC1,8.461852126048696e-09
PDLIM3,2.5925341347339444e-06
HLA-DMA,0.003653005506449887
SLC39A8,0.00011729465275256754
RCBTB1,2.280672068961485e-07
RNASE1,5.373598420552342e-06
BMF,0.01673438347695387
FOXP2,4.1552874551959623e-07
CCDC99,4.635303446756504e-13
ZNF32.2,0.00024140384413368944
OR8U9,0.001191868611631733
SREBF1.1,0.0030261087144236253
TSC22D3,0.0030094320162624586
RAD51C.1,0.00014094652736313483
ZNF429,0.006678394986185265
ASF1B,2.64272437801893e-11
CLTA.1,0.001898439157331218
NCL,2.5373834775281084e-07
TPST2.1,0.002655520202366359
YSK4,0.039574356542042714
MRPL10,0.0004119255269616968
SEMA3C,1.1621856568984739e-05
KCNQ1.2,2.541166474373479e-07
C8orf32,5.394753491370574e-07
PTPN12,9.829130454689921e-05
PVRL1.1,6.126209983006863e-09
ADRB2,3.0655825425115875e-07
LOC441775,6.857435770527518e-11
LOC63928,5.312991648156966e-06
KIF20A,1.431811854065852e-15
SALL4,0.0005494755824477952
H3F3B,1.255917907467785e-09
FAM105A,0.00028237113019898165
RBM41,4.8391223826169885e-08
EIF2C2,0.038849259842496965
DERL1,0.013049068739795182
TUBG1,2.996470802109588e-07
DISP1,4.6308475886172213e-07
C3orf35.2,5.73919147266741e-06
PDIA5,1.071792543766546e-05
CUL4A.1,1.1103781460450852e-07
NCOA6,9.231128405080766e-06
SMN1.1,0.002722690735875216
TTYH2.1,0.004017432972622476
PARVG,0.0002488515378945485
CLK4,0.012854069632949177
C17orf85,0.000979024356192503
C6orf49,7.317525914367857e-11
C2orf7,2.2817585876908596e-08
KLK11,0.0002944937685807836
SORCS2,2.627902461980367e-06
EFCBP1,0.0009689774518607508
MEIS2.1,5.637640642923752e-07
SCN4B,1.1731329022048721e-08
C21orf63,0.00012428128715834047
CLK3,0.005654181447567914
SLC12A9,0.0006764142230579521
CCDC89,3.0790828885580814e-08
OAZ2,0.0017626381716907087
COLQ.1,5.172082699919157e-06
GFPT1,0.00017552341222620973
C14orf58,2.1711323245966194e-05
SMYD1,2.5309155257716376e-05
PHB2,0.0017427027606492444
GTPBP10,0.0002564427887354209
SRI.1,0.003969218042022173
KIAA0240,0.00010419223536062152
FLJ39378,0.0017470510397727726
SELI,7.772402719973168e-13
ITGA7,5.3152034514818936e-05
SYT6,0.00247983830717618
STRN4,0.0001026979266604253
IGJ,0.00013250587206089823
CTBS,7.027500557981984e-05
CYB5D2,0.0007409107407646912
XRCC3,3.988600164059693e-07
PLAG1.1,0.018876133659971494
LY6G6D,0.0006071285537894015
LOC387934,0.03607685030239871
IMPAD1,0.004699434208610406
ZNF180,0.025487592094201164
GUF1,0.0005469520300570545
ZIC2,0.02565422113799479
CTSB,0.00523221151068648
LEPR.1,4.9770562782654964e-05
IL6R,1.2112655537482557e-09
SFRS2,6.7397861789576e-13
STOM,7.407889765078155e-06
BRD7,0.0004176633896714684
IDH1,4.1867494350103276e-05
LAMA1,0.0015651850977278648
HNRPAB.1,1.8977702286421733e-07
CMTM6,3.62720146660793e-05
DDIT4L,3.1211251624344988e-06
PKD1,9.79986286936488e-07
EDF1.1,0.0008569443662382993
BIRC3.1,0.0003401476764015897
FLJ43276,0.0226039747953055
KIAA0133,3.699018408158209e-11
LY6G6E,0.01488445473644668
ATP2C1,2.4617858593693825e-06
ORM1,0.04963507363586167
C20orf42,1.0314429052605133e-08
LRP1B,0.00690971958737722
CHST4,0.0031426359275435723
RB1,3.243633811228013e-05
VARS,3.78083243374392e-09
CA8,0.014972927060910825
LHFP,1.999949682736011e-05
TLN1,7.167192000790544e-06
IFIT5,2.8426406504186153e-05
LRRN2.2,2.7607489158847667e-09
DBF4B.1,0.009983175239692587
CES2,0.000897474152439095
C6orf60,0.0013877192485532582
TLE4,1.4105963355838295e-07
TADA2L.1,2.4166696082029624e-05
C6orf148,0.00024224632668882361
POLA2,1.6809553446060021e-07
ZNF225,0.027604801875760303
ZC3H3,0.000480214513335426
TTC14,0.0002759586422370422
PML,0.0014248041779068507
SLA/LP,0.0001903504443837723
C11orf47,5.091758579442836e-07
PARS2,5.303719473696208e-08
RGS14,0.00010277475091062493
FLJ46230,0.0002290180642093482
TGFBRAP1,0.00025751258036729464
LATS1,0.04900215041428245
RBM39,0.005440842635968354
SEC61A1,7.117784960792107e-06
PDZD8,1.479115028382724e-08
USP1.1,2.501506778444333e-07
KL,2.3126215582779457e-05
DCUN1D2.1,0.0018751549067124137
ZNF597,0.004737993370050301
SPG7.1,0.0017492879735050539
TBP,0.00014799895166679738
ARMC6,1.432834345755318e-05
ZDHHC17,0.0004407943085048768
NDRG4,6.677421747988373e-06
PNCK,9.474035156363981e-08
UBE1DC1.1,0.00828252279141744
SURF5,0.0005231101475656842
NT5E,0.004807745194707836
SF3A1.1,0.004061819608457577
SF4,0.039353771884460244
FARSLB,3.403440901178593e-08
NCF1,0.0009012296135374468
DYNLRB2,0.0018672463324608812
SRPK3,0.021094975256634955
WBSCR22,7.329782097936709e-07
RBM9,0.0039874057274564695
TINF2,2.504285389853559e-05
CYP46A1,7.050743143124521e-08
PRPF4,2.376110031621879e-12
TXNIP,3.4253019945724044e-10
REEP6,1.3861795852751046e-05
SFRS6,0.0001232903067638145
SLC32A1,0.03434215382217128
ARNT,1.0697300077685018e-06
RNF10,2.0487924903330165e-12
SLC25A29,9.922277215899363e-06
LPHN2,1.8754732916974875e-07
CXorf9,0.00025951517159486395
G6PD,0.0002996769327458559
FBXL16,0.0018063717678473172
ACTR6,0.012923268853675339
ANKRD28,0.018791083514191006
KIAA0494,3.226329353312137e-06
NHP2L1,5.062783638507363e-11
ADARB1.2,8.568122748344115e-05
C15orf38,0.002023000249631847
PRDM16,0.01628747054153822
OGT,0.0032385624111586912
PLEKHB2.1,0.0009955531840883812
PLA2G6.1,0.007349174994370103
SRRM1,3.473803851899254e-08
COL4A3BP.1,1.23600194368424e-05
ATP6AP1,0.012776797822646607
PLEKHJ1,0.013596952275476925
GLOXD1,2.711592193288481e-06
IL1F7,0.02722668831561932
IL4R.1,2.322418319118828e-06
CST6,0.0024980095501723615
EWSR1,2.1172308610550123e-07
EXOSC2,1.028362900237817e-11
C3orf38,0.01563928994750516
C19orf4,1.0903026972043119e-06
FLJ42117,2.4724984140906696e-05
TSTA3,6.940661195671396e-08
SYNJ2BP,1.061258666704389e-08
LOC388284,9.833253000622645e-08
NEGR1,2.0819894316780236e-06
HINT2,0.00679066024163733
ATP2A3,0.003795507769565699
CXorf38,3.310828777344969e-07
KIFAP3,4.4836973117559165e-05
DGKB,0.013860849500860615
GYLTL1B,1.961102291398162e-06
APOB48R,0.009171325935880763
OSBPL1A,0.009542807182617909
TRIM38,2.8756799159117537e-05
PHF14.1,7.3855447713266995e-06
FAM54A,2.8110827896620308e-11
TBX1.1,0.0003314081039617544
LGMN,0.00022905808762012128
DLC1,5.797495951253371e-07
PITRM1,0.044200311421499563
C14orf21,4.276817050347473e-05
ISOC1,8.041711385968844e-05
TCEA1,0.0007432071413131599
LRRC29,0.010826908134661861
CFH.1,0.004689297867427174
CHD5,6.700485246190128e-05
ANKRD6,0.0015821999557143452
ZHX1.1,1.372184835450153e-05
INCENP,0.00235533247330916
TAGLN3,6.57434118581736e-06
WDR90.1,4.920724980816202e-10
AASDHPPT,6.191684642602901e-07
RBM3,0.0014534776482568973
PHTF2,0.0006041139012445941
BCL11A.1,0.026159596414157826
MYO5A,7.534291035705805e-07
FANCB,1.8625293101055084e-08
DNAJC8,0.02714031425373673
TMEM100,7.667199017809067e-11
PDE6B,0.00013657945854950195
ATP1A1,0.004471030464764059
NIT1,0.021854863055477184
PDDC1,9.305428011834968e-09
LOC387921,2.6224021272617396e-08
CD84,0.004678056741606543
GNB5,0.002202965647445617
NFX1,0.00038637492922533685
ORMDL1,0.00011538343890664646
MYST4,0.00012367041318819523
SYAP1,6.578454254306866e-05
SNAPC2,0.000844436726725196
RHOV,0.008521259702336964
SDHD,0.003145750659076431
RPA2,0.02064423925262294
HIST1H4C,1.9072549102460416e-11
TRAPPC6B,2.2968953568229425e-05
SH2B1,0.0016229570173904254
IDH3A,0.007500258015538001
HNF4A,6.07287831515486e-05
AACS,6.372437094215483e-08
SLC6A20.1,1.0473815827742194e-05
TMEM43,0.019224994089566315
COG5,5.533125182123814e-05
LIMK1,0.00027380686225041286
ODF2.1,0.00313382436332645
CST6.1,0.03922461634452611
C4orf27,0.013779050924483414
MATN2.1,2.0040536075953883e-06
NHLRC2,0.0063312781230024165
FRMD3,2.0871851144443443e-06
SLC25A27,0.009842626624645032
PALLD,5.0717968360464626e-08
NLRX1,0.0012087917726532808
PRDM13,0.012404532286084655
PYCARD,0.04614001997690811
ZAK,0.0440381115582035
SLC8A2,3.0757838337250796e-06
PTPRT,0.007662762327839992
PDF,2.6037324253336626e-10
CCDC127,0.0002621390520777884
CMTM7,1.0136335406700495e-06
PWP2,1.6783212302418092e-08
BTN1A1,0.030596922882890495
ASXL2,0.014835272598862075
APOBEC3F,0.0002990872884738501
AKAP4.1,0.02832056592199999
THOC4,5.836846387998967e-06
DES,1.6436362136331517e-07
SLC19A1,3.1497946982961694e-11
FAM111B,0.0005735301832948263
PSD4,0.043684393125408776
VAMP2,0.00010999012972664827
PMS2L3,0.005785370598694137
GRIPAP1,0.039154153469894794
MAPKAPK5,1.1681002352294639e-08
C14orf118,0.00970558614544906
COPB1,2.608508653832127e-06
TMEM16B,0.044455447155051855
ITK,0.0015186194015718913
LOC51149,0.01458955517300869
AFG3L1,0.003852436024798418
SORCS1.2,3.7475822627702416e-07
MAEL,6.439940929890565e-05
KIAA1727,2.9857826577449562e-05
NAP1L1,0.0007886761026533137
C1orf96,0.00021996437194190082
ALDH8A1.1,0.014333280400081007
TNFRSF10B,9.768378748193851e-06
ZGPAT,0.0013676569711462655
SLC22A5,0.000852760620220267
IK,9.769766669135236e-05
SLC30A6,1.489374488368401e-06
ADSSL1,0.031945003741843774
ZBTB47,8.324975275891425e-07
MGC35361,0.0013414976492940444
NEK1,1.6767304405705904e-05
LIN9,5.3873841839701437e-11
ST3GAL3,2.1896264354109584e-06
RPE.1,8.180396426577994e-10
MCMDC1,0.00029122712382311514
PHF21A,5.781834984323685e-07
SLC8A1,0.00016083925114573764
SRI.2,0.0006247398798510631
PCSK7,0.018914194975529115
PDZRN3,3.396210973038665e-05
EFCAB1,0.02284741195682943
TPD52L2,1.1254564272836441e-05
NRP1,0.0009199072965526834
BHLHB5,0.009009270422460547
AP2M1,2.110989087739716e-05
MRPL12,0.00044860353589217796
CCT6B,0.038493593709093915
FAM81A,0.0003919628372300276
GATS,0.0037021831371275927
RANBP3.1,0.0037498775070854335
C14orf147,0.0010967285176844545
TYRP1,0.03404546149089101
DGKB.1,0.0458708611983391
MSLN,0.025216125068611463
BTD,1.0752215704231045e-12
TRAP1,2.38370713015807e-09
NKIRAS2.2,1.1542470975143795e-05
HRAS,0.005558513103396949
TLL1,5.693382326547796e-07
CTGF,0.0001137748513351865
CRTC1,0.0017639835368844232
GRIN3B,5.056424354059303e-06
HCST,0.00014662528025133166
HPS4,0.010205335337667928
FAM70A,4.494114831506735e-05
TSPAN18,7.926207166761632e-07
UST,1.956208428983437e-05
BRCC3,0.0002637618659531915
PRAME,0.02074209094966633
SAP130,0.019419716344877852
FST,0.0024714555920205177
CREB1,0.046617509192903576
VPREB3,0.0011500983792933222
NIPSNAP3A,0.04813346742989483
LARS2,1.572571303937116e-10
ZNF322B,0.013991509243660603
KIAA1984,0.020180454597219687
ZMYND8.1,1.353346037508103e-06
FBXO30,8.31669725993761e-05
WDR86,0.00017677062848234763
UGT1A8,0.006077090746907212
TMEM47,7.429368089136244e-08
OCIAD2,1.131669355866701e-12
SDCBP2,0.00047527656414262216
SCN3B,0.005478101013530268
TROAP,5.510355498945946e-15
ASGR2.1,0.04604797392204705
ZNF488,0.004279493764753626
ZWILCH,2.484373748221798e-07
ATP6V0A2,0.020644287199623256
MAFF.2,0.03555004840121728
HSPC171,2.0447397893162934e-06
TAGLN2,0.0013607853161602733
ITPKB,3.6732224282284297e-07
OR2T35,0.04097477039941103
SIM2.1,4.97470159848315e-07
TOP3A,0.00010115315206627938
CLASP1,3.879673203056539e-05
EPHA2,0.0005918368363037665
FBLN1.2,8.127729357199458e-06
CHST9,0.00015149784042720103
ERLIN2.1,0.04038005554857708
RBM14,0.009441500427526209
RNF43,2.3445591371301216e-10
CDK10.1,0.01751963065346605
DDX24,0.0002689725576386627
ABHD4,9.157641291720338e-06
CHAD,0.0008795353692405177
RNF135,0.00895382955364547
CD99L2,8.539048013700462e-07
S100PBP.1,0.0010361036475703593
VAT1,1.4832240286892158e-05
KLF6,5.8189857046749374e-08
KRTCAP3,1.201072769511429e-07
KIAA1370,9.51685298524039e-05
RIMS1,0.022798327099490028
