Gene,p_value
SORD,6.111530621640301e-06
NBEAL1,0.004515993800549852
MTAC2D1,0.02348538220235617
WWOX.3,6.738176569765688e-06
ZNF77,1.3149905338059925e-09
EPHB4,1.2989008064473396e-06
FNDC1,0.006562241792690188
ATG9B,1.67845261670345e-05
MEP1B,0.002528432735007571
MAP4.1,2.7013956481929247e-05
FRG1,1.4137260845770925e-06
MANEA,0.0002785721706238129
ZNF519,0.0025597621244513604
VPS16,0.0177889543828398
NAT8,0.024139258842263363
PRSS1,0.020839210078344467
PJA1.1,0.028264301767941716
HSPA4,0.0015510203411048433
MSI2.1,2.4422962794169418e-12
NUP88,2.246069190864695e-05
MKI67,9.200356205343848e-12
NR2C1.1,5.246899963598767e-09
CD79A.1,0.001200296402457623
NTRK3.1,0.0003442820781279105
SFT2D1,6.714652688713406e-05
SLC4A4,5.203537654048162e-06
GLRX2.1,0.015447203059196828
CUZD1,0.0005283541415766252
C1orf156,6.076522640391264e-05
BBOX1,0.04816737057827195
LOXL1.1,0.028898509201577792
MRPS35,1.3247515809689336e-07
MRPS9,0.00037314959873189986
PPM1B.2,0.000883177827115192
FLJ11184,1.9516080049853005e-05
KLF6.2,2.585743755136737e-07
March 3.1,0.011721229330505664
A4GALT,1.3201310138848257e-05
ULK1,0.0009197120246026289
TEAD1,0.014797253798124946
CHST12,1.0500959180208221e-06
KCNG2,0.0001460992967148521
PGBD2.1,0.010448868097563905
TIMELESS,6.809928757083657e-12
SEC24B.1,0.000336343719696675
EIF5A2,0.03303268162278533
SLC4A11,1.4269639115422854e-06
CSTF1.2,0.0018459254871305841
C21orf114,0.043746425455418105
COLEC11,0.008893120078131164
CIAPIN1,4.999304751168722e-12
ARRB1,0.0002663122333878434
CAV2.1,2.1397246232817348e-05
INPP5A,1.5369914219154976e-08
ZSWIM4,0.0006939119844392228
SPRYD3,0.00020130795371665273
MASP2.2,0.01737870491805596
CBY1.1,0.04465908710845329
WDSUB1,5.782737592271118e-07
DGKD.1,3.85602202629452e-06
SDC1,0.00637082551219047
NBR1.1,0.001427617522352475
ALKBH7,0.021067682163486538
SDAD1,1.612693627342622e-05
MAPK11.1,0.00014471332920898688
ANKFY1,0.004670260472211581
GJB5,0.009278101220195704
WDR22,2.620319753532248e-07
NUDT16L1,3.9310595989656845e-05
ISCU,1.0363614843807396e-06
GPM6B.2,4.357626820952606e-06
DDX21,6.9316724374122445e-09
FLJ20433,5.184430882877954e-06
TBC1D8,0.0020300125992531812
DCBLD2,0.017665588428059698
MGC33846,1.9435533347633832e-05
CYSLTR1,0.00015697830294750275
HIVEP1,0.025297821982110422
KIF1B.1,5.198587314178605e-05
TOP1,0.00038935428006357234
GUCA2B,0.00013951296658136963
LACE1,0.002898392606160328
NUDT1,3.7032677754418846e-07
KATNB1,1.1743681731982562e-07
FLJ37440,0.007293907730831251
HTR2B,3.7948189731932635e-05
RAB14,0.04434450302766878
KCNJ8,2.388679870624462e-05
TRIOBP,3.142676962025894e-08
RHBDF2.1,3.439571747947452e-06
OSBPL3,5.46281705159504e-08
NISCH,6.381765520859621e-08
EFEMP1.1,9.354678896231662e-05
UTP15,2.0611692440392733e-10
FTSJ2,3.4779685454463446e-05
KLF2,3.113248779663951e-11
METTL2B,0.00041628436614206545
ELF2.1,1.484958837135585e-06
COPS5,0.004596445993716936
NCAPH2.2,0.0018535150428081917
YRDC,4.798366142227769e-07
PHF17.1,0.0010169986393708636
ME1,0.0011274828715140837
GLT6D1,0.020776805027294343
CNOT8,0.006215889844037054
LIAS,0.00337992771749337
THBS4,0.00010347077827566562
SETDB1,1.5922355256885677e-06
BUB1,1.0313954262088113e-13
DLL3,0.0067628834234477065
ARHGAP10,9.295344312681067e-07
TYW1,6.020646184462541e-08
OR1L1,0.006603701981264479
ProSAPiP1,0.0011218697854875925
CSTF3,2.2944188858876642e-07
PLK1,2.1872550887491247e-08
AEBP1,0.02967139157831627
GSTM3,1.977883417869396e-06
CYP4F3,0.00016870365457119854
IQCH.1,0.03728035423469094
C1orf77,8.417790448708611e-11
PLEKHG4,5.427525063450111e-06
CALR,4.664248276157303e-06
CDC42EP3,1.4097404289062867e-05
METRNL,0.0004204897669767782
SEC61B,0.000547542963677332
PLCB4,0.0001927594886132922
PDXP,0.029834429628131244
VWC2,0.003260647796123492
RCVRN,9.438924517058458e-05
GNB2L1,0.03966504127862048
FOXN2,3.986625013996407e-07
TPRX1,0.04211588418736096
SUHW4,4.054692516435472e-05
TRIM39.1,0.011690037680620843
CD74,0.021683356648719797
CASP2,4.125030530874331e-11
TRIM28,2.0832786115600257e-07
ZNF688,0.041501015844256674
MCF2L,0.011509967361999966
TKT,1.224141754876551e-05
FLJ22662,0.0017612741522916248
PHOX2B,2.195098159191707e-06
NCKIPSD,0.0004627110179981831
TBC1D23,0.005050209408588434
PIP5K1B.1,0.02850937374490108
PPP1R3C,2.346270099392332e-06
DIXDC1,4.738228390211027e-06
RASSF8,0.02589330760931286
GLT25D2,0.00014386960091684957
MARK2,0.007712211347164996
VPS26B,0.046270808332880164
COMTD1,0.014425439209090193
GNPTAB,3.670317937212209e-05
CLDN14.2,1.5714332008454656e-05
PAG1,0.004782324994847999
CLNS1A,8.682002769534048e-10
C13orf3,4.159439345420679e-10
HIST1H2BM,0.011264363289683197
CHST10,1.892921259236518e-05
MDM2,0.004171590444091827
SKIL,7.263897099153649e-05
MED8.1,0.007801855790416564
TMEM140,2.946555566086681e-07
ZDHHC23,0.0027028882139784847
TMOD1,1.8822038065323657e-06
UGCG,5.914137917309257e-07
HPRT1,2.4426500052102784e-09
PPP1CB,1.1085639327380929e-08
SLITRK3,9.841944677221614e-07
GKAP1,0.008901362428407313
HPCAL4,2.2208043031945237e-06
FLJ32549,3.082920664950079e-09
FLJ12886,2.5622456081711165e-13
GOLPH2,0.017577564899146428
RPL39,1.0400319778445198e-11
PLCL2,9.026253089014214e-08
GGTL3.1,0.020362852241804556
LTB,0.004923307462885051
NSUN4,0.0005179796762181249
PRPF19,3.254458729482385e-05
LOC440589,2.3779991929534397e-13
HHLA2,0.0002915284763692714
CAPN5,0.0024029986425726456
OR6C75,0.024172712767142456
TRAM1,0.0038839652213092436
DAO,0.007201093686223048
GRAMD1A,1.1208591952430172e-08
THTPA,0.007209555845812272
FLII,5.178935068582553e-11
CDCA7,1.5126663696298792e-12
CENPK,1.889086807192416e-12
CSNK1D.1,0.00010588617702515754
ZNF585A,0.0039779989405762635
C8G,0.018434023572963667
MOG,0.0033335202260708933
SLC25A17,4.281450496385969e-05
STK31.1,0.03953254260129541
BCL6,7.882171152267438e-06
ZDHHC15,7.643813349015993e-08
FNIP1,0.0017701070995566925
DDX41,0.002475509112222634
RAB37.1,0.02046168698243342
BCAP29.2,3.1699330854928935e-06
LMNA.1,0.007428448916411036
PSMD14,2.7399090458130456e-11
MSH2,1.3702379227833271e-06
ACSL6.1,0.0011374318276734
PCMTD1,0.03456118017327988
FOXD3,0.007907396388443705
CD79B,9.15392506418078e-05
PCDHAC2.1,0.03248894830201245
ABHD11,0.0015154422231896314
RTN4R,2.5664084799238486e-05
MLKL.1,3.747397406809281e-09
MYADML,0.030664301880722444
RPL29,8.653376623043764e-08
TAF4,3.500706363062019e-06
EEA1,0.004289098551187005
D15Wsu75e,1.565812230874457e-08
VARS2,0.026070945119868915
C21orf33.1,8.784191189625473e-05
FLJ10986,0.002624065201431598
VAMP1.1,4.549601413405531e-07
ANXA13,0.003215102760304607
MAPK14.1,7.253872710733264e-09
LOC124446,0.00404366891858614
DIO2,2.7324993103526533e-05
CDC40,5.509954195055431e-05
C7orf13,0.0013456914110254912
SMURF1.1,8.894896284703387e-07
NEK10,0.02680725212928775
CRLS1,1.4804036119398506e-07
KIAA0701.2,0.0006430516228437293
RPL10L,0.0016384302881653806
OSR2.1,0.0033676020755557534
CDCA3,2.4002253759723762e-11
CENPM.1,1.9857547601921414e-09
PRDX3,0.0016369105028043957
TPCN1,0.0009445126605919785
SF3B2,0.0003788195103052718
PHF14.2,3.6770454500025843e-06
ATN1.1,0.0043067039165026275
PSMB4,0.000135629673755899
FLJ34047,3.281357528911652e-06
MACF1.1,4.010310674041108e-05
ALG2.1,6.517097023004594e-06
LSM5,7.864729434940552e-09
HIATL1,1.0000714946669682e-07
ELOVL4,1.2086059356762514e-06
TSPYL5,1.0573598878434224e-06
FSTL5,2.4940774206089735e-05
PRNP,3.818602769732121e-08
BRCA1.2,1.685810332124879e-11
ZNF623,0.0025806559321860235
CPNE6,0.01110065187341824
PEX26,0.0003073357613418824
CMIP.1,0.006516674929940515
TMEM118,4.708048041172744e-09
C2orf34,5.261813505613137e-08
COPE,8.608803774765536e-06
TMEM119,0.007181598226336182
ZNF772,0.02404329968978243
SUMO2,0.0020830989228020815
FOXP1.1,0.01714101378804911
CISH,0.0028475906970264193
C6orf208,0.005143711763097492
AMIGO3,0.004325600671361765
HS1BP3,0.020057110415472923
RBM6,0.006409377400722346
PIGU,3.204999793060924e-06
IHPK3,0.0015152082087819547
DHX36,8.169655563996904e-06
SGPP1,1.0561807816083856e-06
PRDX4,6.938290412627556e-10
EIF4E2,5.501574980573069e-06
METT5D1,0.0017301290320045504
EFHA1,0.046528008160252605
TUFM,1.1295642920599102e-07
EEF2,5.165003353145871e-05
IRAK1,5.343118424431699e-10
ULBP1,0.00013041278607534826
CDC42.2,3.0356933246366215e-05
LOC375449,8.6686124353409e-05
CEP27,4.630910564552472e-05
AQP7,0.0005269922205368721
PPP4R2,0.00011772445316352069
C7orf47,2.0246009345651145e-07
FCRL4,3.54270500270399e-05
BCS1L,2.1616669980519637e-08
ATAD3A,4.149721831528574e-06
USP48,6.074796645617668e-07
FILIP1L,0.00011217301738710384
MGLL.2,0.0004531198955502436
ADH5,0.00033160400849873486
LRFN5,1.632003686858863e-08
BAD.2,5.654984623083535e-18
LOC731085,0.005012993684191835
NUP62,4.761410998605112e-12
NRXN2,2.888238936603932e-06
POU4F1,0.013436345091986941
GPR180,1.9453373789717906e-11
PLAT,7.337371767635861e-05
GPR15,4.043956100737987e-06
TFCP2,8.340837456478134e-08
PIGT,1.3177047662603684e-07
PLP2,3.4873356120687386e-05
HRC,5.965208113580106e-08
PPP2R5A,0.0074128192026182505
PITPNC1.1,0.03242694359572455
FOXO1A,6.337939740640479e-10
EFTUD2,9.329509800298654e-09
GOLGA2,0.020501200556012775
HIC1,0.00036955151467345243
ARHGAP11A.1,1.9222764446224817e-07
POLR3A,0.003409993675036028
SLC9A2,0.005382299972268258
DEXI,0.0006878082127403358
ACAA1,0.01850772740129585
HSPB7,1.2757117388466979e-05
C10orf104,2.9553053903068254e-05
HS2ST1,0.03471639689455991
FLJ20366,6.42755719525712e-06
SIRT1,0.012145443775303664
MPZL1,1.2479003736920287e-05
C8orf45,0.0005230017014162239
SI,0.002027505620748653
LSAMP,0.0002918096203626359
DOPEY1,0.005984215820638139
PPAP2A.1,9.855593147108095e-12
SPAG16,0.00629015780882564
NSL1,0.0011052070190441972
TP53BP1,0.0007005670803226832
ZNF668,0.015759136760604867
CHAC1,6.342097336600802e-05
STAMBP.1,4.311168246917581e-05
EIF3S6,3.1035562317185003e-09
GALNT4,0.009067099388455954
SLC44A3,0.00016473495111142192
C11orf48,0.00012492601827936037
ZG16,5.1696523466524e-06
GLMN,1.4252228453351088e-06
IFIT2,0.019816125978079285
HS6ST2,2.0770051496166024e-06
VPS16.1,0.02192373004841503
NFE2L1,4.6082546246808195e-12
NLGN1,1.066403829020742e-07
MAP2K4,0.04045361249541734
CRELD1.2,0.00020006215334456262
CYB5R2.1,0.0013078265472495569
HOXA9.1,0.0013250216461973526
FEZ2,4.834117192129695e-12
MSI1,0.0022846429443701462
CP,3.6311433665034653e-07
ZNF408,0.015555165097577235
PPP1R12A,9.80860387698636e-07
KRBA1,3.543485730639963e-08
DCHS1,6.109220554543827e-05
MTMR3.1,0.012684912918903453
ANLN,3.830015537478404e-11
JAK3,0.0002449624627904715
LRRC6,0.0003278635315322482
SCUBE1,0.031598886873059395
ASPH.1,0.00020687111021625818
B3GALT6,1.9055619462030836e-06
SLC26A11.1,0.002543190593295488
KIR2DL4,8.559911629061812e-05
PCDHAC1.1,0.0007452961845176347
GNA11,6.304745176629208e-05
RHOG,0.028303933101239555
CD3E,0.03201994282500691
C7orf30,0.0003217067028734778
NDE1,6.053966710558055e-10
PRKCG,0.0009460589169675333
NLRP12.1,0.041904633935146915
EIF2S1,0.01632383191360292
EIF3S7,4.276887218270583e-09
CGB7,0.0016903798598791621
RAB3GAP1,2.3581226167053083e-07
SLC41A3,3.877524192807927e-07
RBP5,6.4872984272188285e-06
ALS2CR13,7.477473001416808e-07
TBK1,0.00013919505381383544
KCNH2.2,2.429497079482532e-06
SERPINF2,0.004106892849879673
CD14,0.00037869092761157305
NAALAD2,3.834934987445584e-10
ORC4L,3.812318034128767e-05
COL9A3,0.005466133145398586
PLCG1,5.157281715173566e-05
ANKRD26,0.000932155681275582
C14orf102,3.0508477835942858e-05
C22orf16,0.002422083652281034
DUSP11,4.908743835517632e-09
SNX3,0.027893329513790775
ZNF740,0.003999934371392631
ELOVL7,1.8422609679373326e-05
ERCC3,0.006007376663827805
UGT1A10,0.002068377405889711
GSTO2,4.777291756721861e-06
SUSD2,0.0019212429016302512
POLE,6.407571283472454e-06
NMU,0.0017160806829839164
WNT2B.1,5.036652068247178e-05
CLDN9,0.004123095845629674
POLQ,9.571028141056848e-15
PANK1,0.044304531464427255
MAP1D,3.735163594003619e-05
CNOT1.2,1.8105843708415938e-09
FAM14A,0.01581733560276493
ZNF473,0.026172683314372603
SAP30BP,0.017079005507660706
YIF1B.1,1.4355904263536506e-05
AP1GBP1,0.046529979926190505
HAO2,0.01823740937323391
WFDC3.1,0.0006991722524928395
CYP27B1,5.947992603141593e-10
SLC2A4RG,4.635593225433657e-05
CYB5R3,2.5954340289471352e-06
CCNE2.1,4.118986139049949e-05
FAM46A,0.000634156249109133
CMTM7.1,3.5431490095353614e-08
ZNF545,8.561916636825776e-07
TRAF5.2,0.002889920609489098
KCNMA1.1,3.065476738804205e-06
KTN1,0.00016770527706045347
SNAP25,0.0006165844104869523
F7,0.029126027857914173
TCN2,6.998338672425266e-07
UMOD,0.038058131558604706
PLA2G2A,0.007304175705757443
RPS11,9.160104268863913e-05
PLEKHK1,1.8419341057059144e-10
CCL14.1,1.6436382372238823e-07
ARL14,0.009642699292697121
GRIN2D,0.016463238123985573
PMP2,2.5566022018029753e-07
RBM26,2.3451391788523016e-07
ADH1C,0.0036193394193352463
DCPS,0.00042880010722878603
UROD,1.5083337671203047e-08
PRAME.1,0.036258780520448855
RPL7A,2.3359425308747437e-05
GRB7,6.1495778138101764e-09
CHD3,0.006404911402413258
APBB3,5.355236301937122e-05
SALL2,3.984497442661273e-07
PCDHB15,0.002332017272710884
FGF5.1,0.006718186326258186
BMP4.2,0.000327398474722688
C7orf49,0.01146940031495225
SCNN1B,0.0002848405643726947
C20orf54,0.011084462652998733
LYRM4,0.00028975652454473334
KIAA1012,2.7008137045428418e-05
APOE,0.04369162582572197
LRRC19,0.00020016757612832298
NVL.1,0.005442876428799441
LRP16,0.00025250428885912045
NONO,4.317732930878581e-10
ANXA5,0.037554480237655945
RG9MTD2,0.010285544930351435
SGCA,9.290157141435719e-06
SLC28A3,0.0004020845555926037
PIP5K2B.1,0.0002528533090177618
HERC3,0.0031763155055756303
SLC5A6,8.982191985889316e-07
CXXC6,0.006578789797955565
FDFT1,0.006191690179842274
NME1.1,9.935778453031489e-16
ALDOA.3,0.027629392650598956
ARMCX5,1.2595126928112528e-10
MAP3K8,0.027651840796481593
RAB11FIP2,0.03247788291721638
KLHDC2,5.177215662058666e-05
NXPH4.1,0.02472358083611403
PRR8,6.972768988209813e-06
EDD1,0.032822491202928156
MDN1,5.747606181190883e-06
MRPS33,5.114345890693762e-05
RNF175,0.0004286108403034715
TNP1,0.019315571048531783
C22orf30,0.04714282403846183
ZNF782,0.0001019800321074514
IKZF4,0.009899662714417218
EPHB3,2.803724292150899e-06
PRICKLE1,4.322165230079032e-06
KIAA0406,3.640193646776108e-07
HOOK1,0.00034615111132938923
FUT8.1,0.0005204881989118402
AOC2,0.029239900783303702
PTPRH,0.0017008160568722152
SMAD4,1.6325244393085427e-05
ZNHIT1,0.0007387023308641975
LOC149134,0.0005529590344606216
C14orf11,0.0003454522277231672
MTMR1.1,0.00014626635432061512
BMP7,0.006562598959208589
AKAP8,0.00015281267764574873
SFMBT1,9.083356417334679e-08
SERINC1,6.5655628353199375e-09
RAB3IL1,0.0005048638703886608
SMPD1,2.6457642855906056e-07
CPXM2,1.3073308394754969e-06
MS4A4A.1,2.7189212435796507e-05
DDX28,1.0243355942828402e-08
TRIM29.2,0.027531888579216103
TMPRSS3.3,6.363274041506897e-05
DUSP28,0.010031566033419901
SS18.1,7.6109664259508564e-06
CDC7,4.246461737933021e-12
KIAA1429,0.0014058574410271347
MMP10,0.0004426420410270457
RAD17.2,0.030889478391591115
WDR47,0.005822461800299
C9orf72.1,0.044325914871207295
STX16,2.05881831929844e-06
SMYD3,1.7788340353992068e-07
RABEPK,6.502015492282013e-09
DGKG,0.007035055304516094
JUP.1,9.655028677110624e-07
KIAA1161,0.0028012355938330114
SMARCAD1,1.161150643449421e-10
BBS10,0.02535368806251736
SNRPC,2.77013088622216e-07
CD160,0.0006658877954359779
RHPN1,1.6448815072410014e-07
OLFM1.2,5.2776733540475856e-11
MYOC,8.880929218793804e-05
GNAI1,4.423231197432595e-06
VN1R1,3.6571747996508997e-05
ABCA3,9.803826219455056e-05
C8orf76,8.660532699792764e-09
DNAJC19,0.03888115989611059
KIAA1128,0.0007302238883147076
CPNE7,0.00024587319900277755
POLR3E,6.326198386636845e-10
ESPL1,9.917452845016464e-13
UBL4A,0.01991825161026728
LOC441087,7.220384658493447e-10
GRWD1,1.3660085747103338e-07
MAN1A1,0.0002305598193640223
PIP5K3.1,0.042254432855744956
SLTM.1,0.002701075412970861
PIGC,0.0007014352304292057
BAZ1A.1,0.0009576469882114471
SET,1.601186607710387e-08
CCNH,1.2538982094319437e-07
RNF121,0.04610300453957239
PLXNB1,0.01788041670889244
KCTD12,1.1196215293713906e-08
TCEAL1,0.0459830025813553
CRIP1,0.0010293455238017328
CA14,0.0013585734159264867
RIMS3,9.196708296570162e-06
FRMD1,0.002268130216302999
CEP350,0.00036999789300380236
BCL2L1.1,5.24303955830375e-06
POLR1D,3.348631621351264e-05
UAP1,0.0025293378614790222
C10orf72.1,5.7631921107288355e-05
GRB2,0.0009543341792787722
COL4A5,0.00022738634604866143
ZNF518,0.011358037494913995
MEF2C,1.0572234854699548e-12
NRP1.1,0.004589705532645981
PAPD1,0.00022913876782897056
GTPBP4,7.237173390806676e-13
MKLN1,0.008351181095911665
SMOX,0.024423275972176656
TM9SF1.1,4.8411924427928115e-05
HIST1H3I,0.0007643348115073611
TRPC4AP,8.113519086007544e-05
GNAO1.1,0.002193452631506719
SLC39A11,2.928272034949807e-11
SLC35A2,6.552303426533993e-10
C1orf190,4.8853789779663585e-05
ZC3H10,1.812885873191114e-05
CENPL,2.1282604757389828e-06
PKD1L2.1,4.142077809337464e-05
SFRS10,0.008051311931484152
RNF138.1,0.04624123588691153
TMEM167,0.00022783467204934323
SPATA13,0.014525410614332622
EXOC4,0.00022264165399724892
SYT1,0.00023272784271291698
TGIF1.3,1.1040182508031232e-08
TXNL6,0.0006260929474515052
SEC14L4,0.024870117271670118
PDZRN3.1,0.034505883761693314
UBE2C.1,2.5438612108504518e-05
NMNAT2.1,0.04876053364238745
AMICA1,1.3722576867963484e-06
CAMKK2,0.0021048574648420376
CTSS,0.025407754377719693
KIF1B.2,1.996207914825853e-06
PWP1,3.233292846317744e-05
NAT1,0.029205778333406283
PTPLAD1,4.667033027184225e-09
XRCC6,0.015962848223887858
SH3PXD2A,4.267781949194376e-08
KIAA0737,8.921750312676316e-10
BAT2D1,1.7284623574067296e-09
C6orf120,0.0013828903171414259
EGR2,0.004970333405538197
DUSP8,8.993158884988333e-06
ABCA7.2,0.015473872040641287
NEDD1,1.5196956382109884e-06
CA11,2.1948146494732778e-05
MICALCL,0.02945589207500384
TTC1,0.0007214611005169173
PAFAH1B2,0.02984925496863356
RRH,0.012238120785700047
ARMCX4,0.0009375354523242685
AKT2,0.03133801800531414
TBCC,0.039072868279282136
XPNPEP2,0.03137553619178312
PTGER3.1,0.0002682044470100315
FZD4,5.9017288784812465e-06
ABHD1,0.04570026344083492
CHEK2,0.018564208847269857
ACOX3,2.0429100713443658e-05
PIGW,6.903912712089579e-07
DGUOK.1,5.83591019998519e-07
FAM107A,1.5236978263646808e-12
IL12RB2,0.01014442026778271
ZCCHC14,3.3483547697633153e-06
POLDIP2,0.011575789167425066
WDR4.1,3.188250308219086e-08
C17orf69,5.7077081813444395e-05
ALG14,0.005835370940937568
VASP.1,0.0019335934264823199
TMED9,0.04536580786870573
POMT1,0.006494503364411156
SLCO4A1,6.131118068142256e-07
LOC441228,9.779669885840888e-10
CARD10,0.04264305124863664
LOC441150,0.0033815677749861653
TJAP1,0.0424357585837796
SLC25A14,0.00047323362318188667
PDE4DIP,0.025599336336187974
CCDC43,1.397778043807529e-06
SHMT1,1.2888675525237464e-05
MIF4GD,0.004743476788755728
ATXN2,0.013881847133617835
MXRA7.1,1.8465391387917633e-06
FAM123B,0.004323080442531072
FBXO17.1,0.03117302113587278
MS4A7,4.074094864184497e-05
TSHZ3,7.800262202007601e-08
C5orf24,0.007602075461780279
IGFL1,0.028053184051012342
DCP1B,0.03677822168276003
DIAPH2,3.803105901696918e-05
ASB7.1,0.03829538945703475
ELP3,0.00028049833210789507
TNFAIP8L2,0.003888481513333458
ASTN2,8.015413807076774e-05
ING4,0.00792500248837525
DTX2,2.1021396140046643e-09
LOC728776,4.921761655750069e-15
CEBPZ,1.4913720417284277e-08
SRMS,2.6455082688835844e-06
SDHA,0.028548829836015786
INPP5D,0.0006796744926020464
HTR7.1,0.005828846345026695
FEM1B,0.0002629999557290732
WDR67,7.685675974549074e-08
DPAGT1.1,4.5448138904041156e-07
TBXA2R.1,0.011147407537058259
LOC729264,0.00042478356862619797
PSEN1,0.04701568485515664
PLEC1.4,0.006725904902992705
MUCDHL.2,0.0007581980754112761
CDKN2A.1,0.004186116820646793
KCNIP1,0.0008001150610543578
KCNIP3,2.694167282288228e-07
C20orf121,0.006493563304779064
NOTUM,0.011866057248175148
CYP2W1,0.032584537865947595
FAM53C,0.014272358035786734
MPZL1.1,9.655449414185521e-08
LYRM5,1.756726988410465e-07
ZNRF4,0.009737840737581648
GAS2L3,0.001242934629993359
TRUB1,2.635884730181651e-07
RP11-529I10.4,0.0008367480990007326
CYBA,0.009498948257226641
WDSOF1,1.0349810667007264e-07
CXorf53,2.7024641043594102e-06
PUNC,0.014430890188335007
CAND1,0.0002572165659361708
PSMB5,0.0005065921128758348
PAGE5.1,0.040477617888169344
ZNF179,8.023004167246973e-14
DNAJB2,0.00237614319919525
FGF2,0.003904394325570467
DLG5,0.00013924631827114738
PARK7,0.007633682150056289
TECTA,0.003270784575785769
TBL1X,0.04281449757461199
PVRL1.3,1.891606394966718e-07
UGT1A1,0.041472820505856
BECN1,0.013395785746413176
ARHGAP11A.2,6.623839741867396e-10
MRPL21.1,0.027119822114389586
RLN2,0.0007842372808843334
KCNN3,6.743111748172033e-05
FANCG,1.3673562402288852e-08
FUCA2,6.241636367252121e-08
WFDC5,0.047546784334911774
PTGER1,0.0016911528590250323
PTPRM,2.5423007242122837e-06
RHOBTB3,0.0058760036055900515
ERO1L,1.403054560712014e-06
KCNAB1.1,7.056102439734638e-07
ZNF350,0.004506320145641648
SLC30A1,0.005300004054569913
SLC11A2,2.296140242975785e-08
TCF15,0.001364308400706005
MSRB2,0.00038499810091452105
TRIM2,2.294771320065145e-09
CLEC1B,0.009011619149067175
LAPTM4A,1.7670574232588906e-09
FAM102A,4.6341848752055816e-05
ABHD12,0.0003942819489458058
C7orf11,1.699862710526054e-07
RBM9.1,9.751152337580042e-07
C20orf44.1,8.337437057697376e-05
PARD6B,8.234722301599505e-05
DHODH,2.870287189387664e-07
ILF2,1.4670648460313686e-11
PCDHB3,9.426560457323057e-05
CDC42EP4,2.100833398829407e-06
DTL,1.3510545818695787e-17
CXXC5,5.5542800183357906e-05
REM2,0.035409738378377575
EXOSC4,2.4564240126616566e-06
RAGE,0.01016061348900354
ZMAT2,1.577378795502967e-07
IQCB1.1,1.0265028579426805e-11
IFI35,0.0228035427547565
HNRPM.1,1.9997283731801903e-10
KIAA1328,0.008275423944353606
OAS3,0.0018153858500392795
BBX,0.0006617751493632
PHF19.1,4.5685403895406557e-10
SAS10,0.010417256071141964
HIVEP2,0.010753693905756248
PDE3B,4.619717037757554e-06
ISGF3G,0.043299247073072346
UNC5CL,2.4061560176799412e-06
C12orf26,0.004759932812910409
UXT.1,0.001629449647054519
DNALI1,2.073485523365698e-05
MCAT,6.569041100495206e-08
MRPL51,7.191152640926021e-05
FAM117A,1.7080951141660765e-05
GNAT2,4.105429113429273e-05
CYLD,3.581492455412423e-08
KLK7,0.02885604786900786
ETS2,3.2928673088324683e-09
STMN1.2,1.9126986568259884e-07
A2M,1.150932852303527e-12
KRCC1,2.7122089721993793e-06
EFCAB4A,0.005667339734061569
PEX16.2,0.010417898414426722
COQ4,0.0006110458283368668
DIS3L2,0.014330309542841813
SLC6A14,0.0015451139996740205
ASCC3,4.945924595375308e-06
NR2F2,0.021219454608423463
POLL,0.006451640986077376
CX3CR1,0.01029593775916148
GTF2F2,4.9493586663844146e-08
PEMT.2,0.026341665892128198
TMEM62,3.862021029680769e-05
TDRD3,0.0029585039067103864
KIAA1279,0.0017426102678163831
NELL1,9.058213793170815e-05
ENTPD5,4.2588880850245526e-05
POLR2F,5.8461657449025e-07
FBXO21,7.396874916119267e-05
STIP1,0.0029887583840551707
CCDC5,7.260246007122924e-05
CORO1C,4.223503182273808e-06
SERPINA1.1,0.021349703078535627
FOLR2,0.004554523092566358
IRAK2,4.419005269443405e-05
COG3,0.0002970681761730395
GNRH1,0.015107120065984046
GAS7.1,1.6331856971060366e-09
MBD6,0.030067971940933608
SPOCK1,0.00012788190481458897
MDM4,0.011144983950980515
MINA.1,7.413119392177261e-09
GNAL.1,9.820881895492981e-11
STT3A,1.913089202249421e-05
OCA2,0.005205433878945024
PHF23,0.0063181669888216115
ST7.2,0.0009297754019516393
LRRC33,0.04374646953159854
H2AFY.1,9.515425888124867e-10
DUSP21,0.0139944647408573
ABCC9.1,0.04692114543652643
AZI1.1,0.0004684650066078562
CCAR1,0.0012575126784331733
POLD2,1.7676327767361675e-10
DAZAP1,0.0002461223115746583
SARM1,0.0005945737684999095
EPC1,6.974711360744953e-08
MLLT4,0.0019226069501382707
FLJ43879,0.002971443055673731
FBXO11.3,1.4838020062426285e-06
LOC389791,6.70682171541017e-06
EVI5,7.004924383829793e-07
NUPL1.1,5.659381135166163e-06
FZD7,2.0285919074964825e-05
RERG,3.4636756991025507e-06
SCARA3.2,5.884031658160166e-07
GHDC,7.953866734040021e-06
TSEN2,8.057798647824575e-07
MIDN,0.0025855169510077317
HIST1H1E,2.3684423542153206e-06
HCG27,0.02391800427863915
GTF3C2,6.002084603372386e-09
FJX1,0.028758194510254523
FGL2,1.073704535508896e-10
FNTA.1,0.007826334343239299
RPS25,0.0004886688814510008
SLC41A2,0.00038107482374887815
BCL2L2,2.1677677942027137e-08
CD6,0.0026372716794134357
RAE1.2,5.7639505469315025e-08
SLC23A2.2,1.840935771994136e-05
UBE2O,3.091317825599123e-06
TALDO1,2.3927847105465003e-14
SCNM1,0.02241909707623783
IL6ST,0.00572688922765083
PAQR7,0.0007548974257190725
PHLPPL,2.6250885389549482e-05
